,Siruta,Localitate,Ca_loc
752,75819,Buciumeni,290.6832614660917
753,157736,Manastiur,0.0
754,18475,Rociu,1867.0039936102237
755,51243,Armenis,0.0
756,133161,Filipestii De Padure,18.311165923536667
757,10293,Buteni,0.7924860581156442
758,108598,Repedea,0.0
759,116796,Fantanele,994.4298933816134
760,43073,Dudesti,2044.1178045515394
761,67648,Gura Sutii,123.34698795180722
762,141376,Hereclean,75.69388290889998
763,108614,Rona De Jos,0.0
764,26699,Oras Alesd,416.26007261135214
765,174156,Vladesti,0.0
766,2130,Albac,0.0
767,149584,Musenita,1413.7452431289641
768,34903,Sintereag,156.16249319542732
769,157781,Moravita,269.2702104097453
770,75864,Cavadinesti,550.372375328084
771,108632,Rona De Sus,0.0
772,125016,Vanatori-Neamt,127.28049060064191
773,165979,Stanilesti,4.9506991753316605
774,67675,Hulubesti,0.0
775,133214,Filipestii De Targ,117.61724096530196
776,18527,Rucar,0.0
777,51305,Bania,0.0
778,10346,Carand,226.6448275862069
779,59498,Sanmartin,30.921965317919074
780,43117,Frecatei,0.0
781,26742,Astileu,2.149959688255845
782,84086,Ciumani,0.0
783,18554,Salatrucu,0.0
784,108669,Rozavlea,0.0
785,116867,Galesti,1019.5961759082218
786,51332,Bautar,0.0
787,125061,Zanesti,4937.550708123067
788,10373,Cermei,330.4905109489051
789,141447,Hida,0.0
790,84102,Carta,1039.2986685858223
791,157834,Mosnita Noua,1298.924714019686
792,174218,Voicesti,68.36992385786802
793,75917,Certesti,1553.2060782681099
794,18581,Sapata,0.0
795,149655,Ostra,158.96568010075566
796,67737,I. L. Caragiale,66.90014684287812
797,108696,Ruscova,0.0
798,133278,Fantanele,0.0
799,100521,Municipiul Giurgiu,1225.145474278272
800,34985,Teaca,200.52354241033487
801,108712,Satulung,509.1922752572103
802,125098,Dochia,3760.4039890496674
803,166057,Stefan Cel Mare,791.8539229671898
804,43180,Galbenu,563.683612251342
805,174254,Voineasa,0.0
806,75953,Corod,3248.9437201497353
807,125105,Ruginoasa,621.5970772442589
808,149682,Panaci,585.9019180470793
809,10417,Chisindia,0.0
810,26804,Municipiul Beius,2.091138799337806
811,84148,Corbu,0.0
812,51387,Berliste,15759.953895071541
813,125114,Ghindaoani,0.0
814,67773,Lucieni,0.0
815,59586,Sanpaul,1193.5103387593488
816,125123,Valeni,718.694209499024
817,100549,Slobozia,4094.921815889029
818,157898,Nadrag,0.0
819,116938,Ganesti,2154.1664377918155
820,125132,Draganesti,0.0
821,84175,Corund,2.932299662265889
822,133330,Floresti,45.29782112997213
823,174290,Zatreni,146.2609630266552
824,125141,Pancesti,0.0
825,10453,Conop,1289.6144736842105
826,26840,Oras Stei,460.29741727199354
827,141535,Horoatu Crasnei,0.0
828,125150,Gadinti,707.6509851226377
829,100576,Oras Buftea,436.76623141914786
830,157923,Nitchidorf,0.0
831,76004,Corni,2101.0017841213203
832,43242,Gemenele,1787.6164309031556
833,18670,Schitu Golesti,0.0
834,35054,Telciu,0.0
835,125169,Negresti,12.848305540613232
836,116983,Gheorghe Doja,252.1192439862543
837,51449,Berzasca,0.0
838,67835,Ludesti,0.0
839,108794,Sacalaseni,2382.49127399651
840,125178,Boghicea,65.23995451099317
841,149753,Paltinoasa,0.0
842,166137,Suletea,203.66834804539724
843,26877,Municipiul Marghita,858.6397655051501
844,100610,Municipiul Oltenita,4632.296534199195
845,2309,Almasu Mare,0.0
846,59657,Suatu,0.0
847,76040,Cosmesti,175.90872721884725
848,84237,Danesti,0.0
849,141580,Ileanda,65.47697368421052
850,43279,Gradistea,104.90888689407541
851,133394,Fulga,408.69534598897735
852,10514,Covasint,0.0
853,35090,Tiha Bargaului,18.966887417218544
854,157969,Ohaba Lunga,0.0
855,149780,Partestii De Jos,0.0
856,100638,Mitreni,66.63500356209926
857,10532,Craiva,51.125302036589574
858,166182,Tanacu,146.1405197305101
859,26920,Oras Nucet,0.0
860,84264,Dealu,213.3324403312226
861,51500,Berzovia,1777.7071065989849
862,59693,Tritenii De Jos,0.0
863,43313,Gropeni,26170.306588579795
864,117042,Ghindari,1000.1890297847243
865,18741,Slobozia,33729.59312801173
866,133429,Gherghita,7393.585292646323
867,158010,Ortisoara,7632.853037230569
868,43331,Oras Ianca,4483.266029398503
869,67906,Lunguletu,0.0
870,100683,Municipiul Urziceni,3736.1189646305925
871,108874,Sacel,0.0
872,149833,Patrauti,317.9622746701357
873,2381,Arieseni,0.0
874,76111,Costache Negri,1279.0924583031183
875,35152,Tarlisua,0.0
876,149851,Poiana Stampei,0.0
877,166235,Tacuta,100.28237037037037
878,18778,Stalpeni,0.0
879,51546,Bolvasnita,0.0
880,108892,Oras Salistea De Sus,0.0
881,26975,Municipiul Salonta,1506.357919694861
882,100709,Ciocarlia,8765.04609475032
883,67942,Malu Cu Flori,4.792010421189753
884,76139,Cuca,2061.8616130453943
885,158065,Peciu Nou,3518.3588395285583
886,59764,Tureni,246.765548098434
887,51573,Bozovici,206.20013231888854
888,108918,Salsig,0.0
889,117113,Glodeni,0.0
890,84344,Ditrau,117.22259867863798
891,76157,Cudalbi,689.2536726128017
892,27007,Oras Vascau,2.9724166323589953
893,100736,Manasia,0.0
894,133508,Gorgota,4063.3281523217406
895,76175,Draguseni,0.0
896,108945,Sapanta,0.0
897,43411,Oras Insuratei,4414.4505047672465
898,100754,Adancata,123.57437348423605
899,92569,Municipiul Calarasi,2823.022679616646
900,141722,Ip,986.9389373513085
901,10649,Dezna,0.0
902,84380,Darjiu,64.27221702525725
903,158109,Periam,4371.821025539497
904,108963,Oras Seini,4237.492868297762
905,125347,Municipiul Slatina,680.4791767640348
906,174496,Titesti,0.0
907,68002,Manesti,112.37574247940218
908,174502,Diculesti,189.57025218733918
909,149931,Pojorata,59.919188560026605
910,166315,Tatarani,557.0973094170404
911,18858,Stoenesti,56.0853711790393
912,92587,Modelu,403.87870492731736
913,51626,Brebu,0.0
914,100781,Adunatii-Copaceni,5237.7724609375
915,174511,Lacusteni,0.0
916,59826,Taga,1425.728720483251
917,117177,Gornesti,76.61307759372275
918,133562,Gornet,0.0
919,158136,Pietroasa,0.0
920,174520,Mitrofani,0.0
921,27070,Abram,3011.546302250804
922,84415,Frumoasa,0.0
923,125374,Slatioara,258.4570489108097
924,35269,Uriu,49.194885598923285
925,43466,Jirlau,367.40718933994424
926,109005,Stramtura,0.0
927,10701,Dieci,39.395973154362416
928,51662,Brebu Nou,0.0
929,68048,Matasaru,6.885120975423891
930,149968,Preutesti,45.80275551806552
931,141786,Letca,89.03423522915516
932,76255,Fartanesti,461.3746408733959
933,100834,Afumati,1232.8447448206164
934,43493,Marasu,0.0
935,158181,Pischia,5.810983397190293
936,59880,Unguras,0.0
937,125418,Oras Bals,38.45506466534504
938,84460,Galautas,0.0
939,133615,Gornet-Cricov,1521.904278782532
940,35312,Urmenis,15.512282497441147
941,109041,Suciu De Sus,0.0
942,51699,Buchin,0.0
943,92658,Municipiul Slobozia,5637.247773782405
944,100852,Alexeni,50.758649437265525
945,18938,Stolnici,3541.485322896282
946,76282,Foltesti,2347.921733895244
947,100870,Armasesti,3143.6319176319175
948,10765,Ususau,31.195774647887323
949,166413,Todiresti,472.8358653559726
950,2577,Avram Iancu,0.0
951,150043,Putna,12.264713441274736
952,117275,Grebenisu De Campie,628.2915951972556
953,76317,Frumusita,3288.1343738787227
954,92701,Municipiul Fetesti,3330.1432385341727
955,27169,Abramut,0.0
956,68128,Mogosani,0.0
957,125472,Municipiul Caracal,233.7354677565849
958,158243,Racovita,631.8432320441989
959,59942,Vad,2.517275419545903
960,51751,Bucosnita,0.0
961,109096,Sisesti,0.0
962,43563,Maxineni,6789.458799885157
963,125490,Draghiceni,2380.981491867639
964,150070,Radaseni,37.80349964530622
965,100923,Axintele,3116.1030800821354
966,133688,Gura Vadului,7884.31369073992
967,141884,Lozna,0.0
968,19007,Suseni,2489.335833061624
969,76353,Fundeni,129.9288820670248
970,117319,Gurghiu,4410.819453376206
971,10827,Felnac,2363.6236080178173
972,27212,Auseu,63.420523138833
973,84558,Joseni,6.80905815748842
974,68182,Moroeni,0.0
975,133722,Iordacheanu,50.87413760954689
976,51804,Carasova,0.0
977,92765,Oras Tandarei,1708.2710098870057
978,150114,Rasca,0.0
979,35429,Zagra,0.0
980,125542,Oras Corabia,1235.5594612352168
981,100969,Balotesti,185.7612825166364
982,158314,Oras Recas,3015.9910751784964
983,43625,Mircea Voda,9335.165712564025
984,92783,Albesti,903.5195007800312
985,84594,Lazarea,929.9096971380939
986,76406,Ghidigeni,1049.7023878858474
987,10872,Ghioroc,496.3420666013712
988,141946,Marca,320.12178072111845
989,109176,Oras Somcuta Mare,237.56732091511438
990,60026,Valea Ierii,0.0
991,51840,Carbunari,0.0
992,166529,Tutova,3159.42864489586
993,43652,Movila Miresii,3853.7157071783936
994,101001,Baneasa,1346.53807514567
995,84629,Lueta,0.0
996,27285,Avram Iancu,3251.4060606060607
997,125588,Garcov,77.27667650780262
998,174744,Municipiul Focsani,3981.956326608379
999,68253,Morteni,769.5547728073266
1000,60062,Viisoara,1874.075512585431
1001,150178,Sadova,101.77312599681021
1002,133795,Izvoarele,42.5068800478612
1003,10916,Graniceri,1304.072691552063
1004,51877,Constantin Daicoviciu,286.712441735389
1005,92836,Oras Amara,4906.236565858535
1006,19114,Stefan Cel Mare,270.76701902748414
1007,84656,Lunca De Jos,0.0
1008,43698,Racovita,0.0
1009,117426,Hodac,0.8719240457275722
1010,142006,Maeriste,454.5872483221477
1011,150196,Satu Mare,0.0
1012,125622,Oras Draganesti-Olt,276.95692665890573
1013,68280,Nucet,290.98809801633604
1014,158396,Remetea Mare,371.3478429848426
1015,174780,Campineanca,52.01221640488656
1016,10943,Gurahont,12.92974358974359
1017,27329,Balc,388.7910805148159
1018,101056,Barcanesti,518.7871696035243
1019,60099,Vultureni,0.0
1020,19141,Suici,0.0
1021,92872,Andrasesti,4225.12841163311
1022,150221,Siminicea,67.01512605042016
1023,76497,Gohor,1061.800058719906
1024,109265,Oras Ulmeni,194.6566551997883
1025,43732,Ramnicelu,4148.957656326933
1026,101083,Belciugatele,14320.081357508136
1027,125659,Babiciu,2622.4849354375897
1028,68324,Ocnita,0.0
1029,133866,Jugureni,368.7462962962963
1030,92907,Balaciu,19976.118259803923
1031,174824,Golesti,40685.52251655629
1032,51948,Ciclova Romana,0.0
1033,125677,Baldovinesti,403.24134705332085
1034,166636,Valeni,57.35006918363313
1035,150258,Slatina,14.80878414568827
1036,158449,Sacosu Turcesc,1262.4506818902632
1037,27383,Batar,2980.66654854713
1038,68342,Odobesti,278.2678151918559
1039,142079,Mesesenii De Jos,0.0
1040,117505,Hodosa,352.8679706601467
1041,60169,Negreni,612.772670288341
1042,43787,Romanu,11439.947826086956
1043,19212,Teiu,0.0
1044,174860,Municipiul Adjud,15.40302720591814
1045,76558,Grivita,783.7897609147609
1046,51984,Ciuchici,0.0
1047,166672,Vetrisoaia,2193.1058565612275
1048,84754,Lunca De Sus,0.0
1049,150294,Straja,0.0
1050,101145,Berceni,76.2776729020079
1051,133919,Lapos,0.0
1052,92961,Borcea,7582.488896934588
1053,43812,Rosiori,2890.3407923697728
1054,150310,Stroiesti,97.42520858164481
1055,76585,Independenta,13.14324607329843
1056,142122,Mirsid,2046.8633153302867
1057,101163,Bolintin-Deal,94.51963601532567
1058,109354,Valea Chioarului,64.41049085659287
1059,27436,Biharia,56301.152511826986
1060,117550,Ibanesti,0.0
1061,19249,Tigveni,61.86981402002861
1062,166707,Viisoara,1328.337919647771
1063,11058,Halmagiu,171.16052060737528
1064,68404,Pietrosita,2215.843554443054
1065,76601,Ivesti,6.984123872990984
1066,92989,Bordusani,1582.210044773214
1067,125757,Barasti,21.029731689630168
1068,158528,Satchinez,2591.562139590376
1069,52035,Ciudanovita,0.0
1070,101190,Oras Bolintin-Vale,323.04133556900194
1071,174922,Oras Marasesti,0.0
1072,68431,Poiana,0.0
1073,133964,Lipanesti,100.82174078297226
1074,150356,Stulpicani,0.0
1075,84825,Lupeni,474.1687646682313
1076,43867,Salcia Tudor,434.3643351268255
1077,93021,Bucu,5359.578947368421
1078,52062,Copacele,85.48855633802818
1079,76638,Jorasti,3554.9799566630554
1080,2915,Oras Baia De Aries,0.0
1081,142177,Napradea,203.10705244122965
1082,158564,Sacalaz,11832.85204847086
1083,109425,Vima Mica,0.0
1084,166770,Vinderei,903.1041168022978
1085,27506,Boianu Mare,1753.2725225225224
1086,68468,Potlogi,335.835409252669
1087,101243,Brazii,5555.948376353039
1088,134014,Magurele,0.20753917831427363
1089,76674,Liesti,1446.9893432917388
1090,19338,Titesti,0.6354065119906415
1091,93067,Oras Cazanesti,4372.853794642857
1092,150418,Sucevita,3.2300661834226285
1093,158608,Secas,5065.617021276596
1094,35731,Municipiul Botosani,1078.3830421536677
1095,52115,Cornea,12.804187889077532
1096,76692,Matca,3007.2512358475524
1097,125846,Barza,10.561596958174905
1098,43929,Scortaru Nou,8103.1231563421825
1099,93085,Ciocanesti,9767.090533980583
1100,142239,Nusfalau,267.6061146496815
1101,134050,Magureni,5.756358560794045
1102,117667,Iclanzel,71.24300373134328
1103,11174,Halmagel,0.0
1104,27560,Borod,6.81388958281289
1105,175019,Oras Odobesti,1274.7849518084777
1106,2988,Berghin,1504.0675741370928
1107,93101,Ciochina,10271.089510050251
1108,35759,Curtesti,43.94706537890045
1109,76718,Mastacani,159.06941689805632
1110,150445,Saru Dornei,3.4099056603773583
1111,68529,Produlesti,180.8738344988345
1112,125873,Bobicesti,0.0
1113,101298,Branesti,490.71552684339497
1114,84923,Martinis,3.3469945355191255
1115,158653,Sanandrei,4360.825368990209
1116,19392,Uda,0.0
1117,52160,Cornereva,0.12204989885367498
1118,109504,Viseu De Jos,0.0
1119,76745,Movileni,0.0
1120,175055,Oras Panciu,412.1897794513179
1121,142284,Pericei,0.0
1122,134096,Maneciu,31.717429989697482
1123,68565,Pucheni,0.0
1124,166869,Voinesti,544.0278256587047
1125,43992,Silistea,3540.884328358209
1126,76763,Namoloasa,0.0
1127,101341,Brezoaele,140.0811561978877
1128,3039,Bistra,0.0
1129,11236,Hasmas,0.0
1130,93156,Ciulnita,3484.1218925421013
1131,158699,Sanmihaiu Roman,290.7120829828988
1132,27631,Bors,749.0076793856491
1133,150524,Todiresti,348.1268156424581
1134,35839,Rachiti,4966.559983566146
1135,60419,Municipiul Constanta,1884.8924503261273
1136,101378,Bucsani,1082.6836002208724
1137,142337,Plopis,0.0
1138,76807,Nicoresti,735.0771657364718
1139,125962,Brastavatu,46.50847457627118
1140,158733,Sanpetru Mare,382.7580240022328
1141,68627,Oras Racari,26.446351931330472
1142,175126,Andreiasu De Jos,0.0
1143,117783,Ideciu De Jos,554.4429309534993
1144,93209,Cocora,21716.475340535464
1145,44060,Stancuta,13015.770941652225
1146,27686,Bratca,0.0
1147,60455,Oras Eforie,741.4936282541416
1148,142373,Poiana Blenchii,0.0
1149,11307,Ignesti,209.41747572815535
1150,35884,Stauceni,225.94227597581087
1151,125999,Brebeni,5875.839132061355
1152,134194,Manesti,740.8200352378556
1153,93236,Cosambesti,5931.194264069264
1154,158779,Sag,4094.30691898285
1155,150588,Udesti,14.342659974905898
1156,85056,Meresti,45.22287390029326
1157,60482,Municipiul Mangalia,437.27949428226435
1158,117827,Oras Iernut,3787.6100255754477
1159,126022,Brancoveni,852.0254365983295
1160,166985,Vulturesti,22.763963963963963
1161,44113,Surdila-Gaiseanca,0.0
1162,101458,Oras Budesti,2469.8622383044712
1163,85074,Mihaileni,54.91025173294418
1164,158804,Stiuca,2333.7209411764707
1165,11352,Iratosu,21955.616738365272
1166,142426,Romanasi,385.14618576444303
1167,60507,Oras Navodari,386.51488259420046
1168,93281,Cuza Voda,4034.7504424778763
1169,175206,Balesti,1248.685129740519
1170,19560,Ungheni,53.205357142857146
1171,35946,Oras Darabani,269.9284709193246
1172,44140,Sutesti,421.7756889553514
1173,27757,Brusturi,14.041734860883796
1174,68716,Runcu,0.0
1175,60534,Oras Techirghiol,79.15118870728084
1176,167035,Vutcani,65.00548354935195
1177,175224,Barsesti,0.0
1178,126077,Bucinisu,3584.466058763931
1179,76932,Oancea,2985.762341325811
1180,11398,Macea,122.3483114708345
1181,85127,Mugeni,0.0
1182,158859,Teremia Mare,1215.6285418821096
1183,93325,Dichiseni,6592.593959731544
1184,101519,Bulbucata,0.0
1185,44177,Tichilesti,14624.271058315335
1186,126102,Cezieni,1551.4982394366198
1187,60570,Agigea,7060.224770064256
1188,167071,Zapodeni,193.31496474275266
1189,175260,Boghesti,39.98935504070131
1190,11423,Misca,194.48613678373383
1191,142499,Rus,6.692804428044281
1192,117925,Livezeni,14.935168195718655
1193,36006,Municipiul Dorohoi,867.9553619858971
1194,76969,Pechea,94.29067111735769
1195,44202,Traian,24542.4046635183
1196,150702,Ulma,0.0
1197,158895,Tomesti,0.0
1198,19631,Valea Danului,30.576158940397352
1199,68789,Salcioara,99.56810631229236
1200,93370,Dor Marunt,2902.7410779850197
1201,101564,Butimanu,598.8379912663755
1202,134336,Pacureti,0.0
1203,76996,Piscu,2700.1372031662268
1204,126148,Cilieni,710.3015774822146
1205,27846,Budureasa,0.0
1206,109773,Municipiul Drobeta-Turnu Severin,178.58847170327167
1207,142550,Salatig,2322.60561838745
1208,11478,Moneasa,0.0
1209,126166,Carlogani,2205.5404599659287
1210,60632,Limanu,148.62966915688366
1211,36060,Oras Saveni,146.08256201406886
1212,44257,Tudor Vladimirescu,5753.370132844709
1213,77028,Priponesti,0.0
1214,150766,Vadu Moldovei,3147.6180981595094
1215,11502,Olari,9121.77666999003
1216,19695,Valea Iasului,0.0
1217,117998,Lunca,194.41997593261132
1218,101617,Buturugeni,0.0
1219,134390,Plopu,32.548278757346765
1220,158966,Topolovatu Mare,3903.1407173827356
1221,85243,Ocland,421.12462462462463
1222,93441,Dorobantu,5192.8890464374335
1223,109826,Simian,26.45222805993384
1224,27908,Buduslau,3204.149275362319
1225,167179,Zorleni,380.47501011736136
1226,175368,Bolotesti,209.13418662262592
1227,44300,Tufesti,17728.727812919304
1228,60687,Oras Ovidiu,2714.3303457106276
1229,11539,Paulis,3425.1391705069123
1230,126228,Colonesti,0.0
1231,68887,Selaru,600.2980404551201
1232,142612,Sag,0.0
1233,77082,Rediu,2798.499095840868
1234,27935,Bulz,0.0
1235,101662,Calugareni,1109.3533202076248
1236,36131,Albesti,105.93283582089552
1237,44328,Ulmu,1371.6178947368421
1238,85289,Plaiesii De Jos,0.0
1239,134443,Podenii Noi,27.08739461237919
1240,118058,Lunca Bradului,50.76878612716763
1241,93487,Dragalina,2062.630851792647
1242,60721,Tuzla,862.3253689388615
1243,167222,Ibanesti,0.0
1244,68921,Tatarani,0.0
1245,159035,Tormac,3568.737641242938
1246,167231,Fruntiseni,0.0
1247,11584,Oras Pecica,2705.881336731804
1248,27971,Buntesti,1583.8490015705631
1249,44355,Unirea,192.1616526273566
1250,3397,Blandiana,100.21835443037975
1251,77126,Scanteiesti,392.6981803797468
1252,167240,Rafaila,0.0
1253,175439,Bordesti,1.026508742244783
1254,118094,Magherani,35.067059690493736
1255,19793,Vedea,5.983942414174972
1256,142676,Sanmihaiu Almasului,13.25
1257,167259,Pogonesti,128.713058419244
1258,52570,Dalboset,0.6563245823389021
1259,85341,Praid,59.472761247664224
1260,101724,Cascioarele,35.34958904109589
1261,159071,Traian Vuia,369.63466915191054
1262,77153,Schela,2410.236259442563
1263,93539,Dragos Voda,35359.232081911265
1264,109924,Oras Baia De Arama,0.0
1265,167268,Ciocani,50.89707602339181
1266,44391,Vadeni,7314.79064695905
1267,60776,Oras Cernavoda,877.5014689964435
1268,175466,Brosteni,0.0
1269,150891,Valea Moldovei,0.0
1270,36202,Avrameni,224.92476165936614
1271,101742,Cernica,366.56359415804235
1272,167277,Cozmesti,0.0
1273,68976,Uliesti,58.78286129266522
1274,142710,Somes-Odorhei,22.880086424198776
1275,167286,Dodesti,1051.837973273942
1276,11637,Peregu Mare,783.1538461538462
1277,126326,Corbu,862.2135667396061
1278,77180,Slobozia Conachi,689.2563694267516
1279,167295,Feresti,0.0
1280,60801,Oras Harsova,4821.407888878995
1281,3459,Bucium,0.0
1282,167302,Muntenii De Sus,253.35838957412147
1283,93575,Facaeni,573.2025157232705
1284,167311,Pochidia,0.0
1285,11664,Petris,0.0
1286,44435,Victoria,420.4920592193809
1287,150935,Vama,208.74616254645338
1288,175509,Chiojdeni,0.0
1289,167320,Puscasi,0.0
1290,134559,Poienarii Burchii,1619.6053338846393
1291,93600,Gheorghe Doja,950.3423047763457
1292,159142,Uivar,1494.887868852459
1293,85412,Remetea,66.08654147104852
1294,77224,Smardan,988.0531723143475
1295,52650,Doclin,91.23195876288659
1296,28077,Cabesti,0.0
1297,101804,Chirnogi,99909.29181879648
1298,126380,Coteana,110.17364203027604
1299,44462,Visani,138.49313962873285
1300,60847,Municipiul Medgidia,256.3172472129441
1301,142774,Surduc,25.091371918542336
1302,93628,Gheorghe Lazar,1481.5840172786177
1303,101822,Chiselet,1640.4484210526316
1304,118209,Mica,623.4126518642647
1305,69063,Valea Lunga,60.750261889796775
1306,150980,Vatra Moldovitei,13.224613315400134
1307,126406,Crampoia,304.5836111111111
1308,110027,Obarsia-Closani,4.584942084942085
1309,36300,Baluseni,148.50848126232742
1310,77260,Smulti,637.8751696065129
1311,93646,Giurgeni,1699.358208955224
1312,101840,Ciocanesti,0.0
1313,60883,Adamclisi,4311.4350921273035
1314,11735,Pilu,155.27485112230875
1315,52696,Dognecea,0.0
1316,44505,Viziru,5380.2197447332
1317,85467,Sacel,0.0
1318,126433,Curtisoara,938.9201670921327
1319,93664,Gradistea,7926.842973480893
1320,175590,Ciorasti,4641.628327308577
1321,77288,Suceveni,164.92988313856426
1322,28139,Capalna,118.24628879892038
1323,151022,Veresti,7.499057619816909
1324,110063,Municipiul Orsova,0.0
1325,159213,Varias,4258.066342534505
1326,52721,Domasnea,0.0
1327,11762,Plescuta,0.0
1328,44532,Zavoaia,1307.9760795278037
1329,134648,Posesti,24.875533249686324
1330,77313,Tudor Vladimirescu,0.0
1331,142854,Samsud,540.6564885496183
1332,118281,Oras Miercurea Nirajului,0.0
1333,101902,Ciolpani,242.2305289869217
1334,44560,Cazasu,709.0528158739422
1335,60945,Albesti,6429.4071314529
1336,77331,Tulucesti,2019.2895009050944
1337,93717,Grindu,19073.887150308205
1338,36373,Braesti,1676.1427221172023
1339,52758,Ezeris,0.0
1340,85528,Sarmas,1084.7312312312313
1341,159259,Victor Vlad Delamarina,695.9197465681099
1342,19999,Vladesti,0.0
1343,28193,Carpinet,0.0
1344,142881,Sarmasag,140.45709570957095
1345,110116,Oras Strehaia,0.0
1346,93735,Grivita,19214.34474753337
1347,126503,Cungrea,0.0
1348,151077,Vicovu De Jos,27.500153327200245
1349,52785,Farliug,294.38412880966075
1350,69170,Valea Mare,0.0
1351,167473,Municipiul Ramnicu Valcea,82.41504813518245
1352,175670,Campuri,0.0
1353,151095,Oras Vicovu De Sus,0.0
1354,77377,Tepu,1472.9909413154785
1355,11842,Savarsin,3.885128205128205
1356,101957,Ciorogarla,1527.293177521911
1357,36426,Broscauti,440.5433228481556
1358,93771,Independenta,103751.86886632825
1359,61005,Aliman,879.9529085872576
1360,85582,Secuieni,0.0
1361,20048,Raca,193.53900709219857
1362,151120,Volovat,0.0
1363,28246,Cefa,2765.4405919661735
1364,20055,Vulturesti,0.0
1365,77402,Umbraresti,544.3501780334155
1366,20063,Bughea De Sus,0.9993337774816788
1367,101984,Clejani,1783.455919395466
1368,134755,Predeal-Sarari,0.0
1369,118370,Mihesu De Campie,270.1263494602159
1370,36453,Oras Bucecea,790.0989294942783
1371,159339,Voiteg,23293.315349226265
1372,142952,Valcau De Jos,26.00308832612724
1373,93815,Jegalia,1882.7536096879367
1374,175732,Carligele,0.0
1375,151157,Vulturesti,0.0
1376,52856,Forotic,346.2315022421525
1377,126585,Daneasa,1565.7294053464266
1378,85626,Siculeni,0.0
1379,69250,Vacaresti,2316.42194092827
1380,159366,Birda,9358.067312348669
1381,61069,Oras Baneasa,1360.7520562028787
1382,159375,Checea,6043.1069920225245
1383,102035,Clinceni,0.0
1384,36499,Calarasi,0.0
1385,110232,Oras Vanju Mare,496.58701563562204
1386,93851,Lehliu,747.1118827160494
1387,159384,Dudestii Noi,763.5856537530267
1388,77475,Valea Marului,95.98590021691975
1389,159393,Fibis,8124.9071729957805
1390,11940,Secusigiu,1081.528474903475
1391,175787,Corbita,534.6611842105264
1392,159400,Ghilad,207.68521229868227
1393,52909,Garnic,0.0
1394,28335,Ceica,6.029337094499295
1395,143021,Varsolt,63.74315514993481
1396,3761,Cenade,218.21871820956255
1397,85680,Sancraieni,2889.408934707904
1398,36532,Concesti,14746.553146483342
1399,69303,Valeni-Dambovita,26.65646518745218
1400,102071,Colibasi,319.9013480392157
1401,126647,Deveselu,0.0
1402,159419,Gottlob,2090.538723082735
1403,93888,Oras Lehliu Gara,4014.1637609894206
1404,61121,Castelu,1409.63648100332
1405,77509,Varlezi,2259.9825412221144
1406,118469,Nades,9.921254587921254
1407,159428,Iecea Mare,3599.0471593018938
1408,134853,Provita De Jos,0.0
1409,52936,Glimboca,47.399359316604375
1410,151246,Zamostea,0.0
1411,159437,Parta,1018.8826815642458
1412,69330,Visina,0.0
1413,126674,Dobretu,241.91214057507986
1414,159446,Padureni,475.5920369301789
1415,36569,Copalau,81.93315080994752
1416,110296,Bala,1.6189104243059194
1417,143067,Zalha,0.0
1418,52954,Goruia,0.0
1419,11995,Seleus,161.43321057917643
1420,102106,Comana,657.6060427413412
1421,167641,Oras Baile Govora,0.0
1422,3805,Cergau,76.48341523341523
1423,159455,Saravale,53.31978319783198
1424,77536,Vladesti,259.1203104786546
1425,93931,Lupsanu,3118.432457786116
1426,159464,Sandra,2235.476559974135
1427,118511,Neaua,0.0
1428,61167,Cerchezu,2023.9227019498608
1429,134899,Provita De Sus,0.0
1430,159473,Tomnatic,6332.128367670364
1431,77561,Radesti,0.0
1432,159482,Valcani,522.4938980617372
1433,52990,Gradinari,5277.560738581146
1434,28415,Cetariu,481.36485239852396
1435,126718,Dobrosloveni,427.18552036199094
1436,3841,Ceru-Bacainti,0.0
1437,85760,Sandominic,0.0
1438,159491,Livezile,647.4711922418711
1439,12037,Semlac,20632.597497639283
1440,77579,Negrilesti,0.0
1441,175885,Cotesti,639.1283894823337
1442,102160,Corbeanca,532.9957844022885
1443,159507,Pesac,0.0
1444,44818,Municipiul Buzau,3045.664585513998
1445,77587,Poiana,0.0
1446,167696,Oras Baile Olanesti,0.0
1447,69394,Visinesti,0.0
1448,12055,Sintea Mare,1802.6781997918833
1449,61210,Chirnogeni,10675.400235086689
1450,77595,Cuza Voda,196.64362081254455
1451,134942,Puchenii Mari,662.4135311572701
1452,85788,Sanmartin,208.12369845897544
1453,159516,Bucovat,432.6544502617801
1454,53023,Iablanita,0.0
1455,77601,Suhurlui,1064.1069182389938
1456,159525,Otelec,10874.384573894282
1457,36649,Cordareni,0.0
1458,143147,Zimbor,0.0
1459,93995,Mihail Kogalniceanu,4307.108536585366
1460,44845,Municipiul Ramnicu Sarat,1315.5133527525518
1461,118575,Ogra,42.6958174904943
1462,151344,Zvoristea,54.68548123980424
1463,126772,Dobroteasa,1094.5652985074628
1464,12091,Oras Santana,1608.571373752878
1465,44863,Amaru,19064.830024813895
1466,175938,Dumbraveni,1577.1920322291853
1467,36676,Corlateni,2831.961257976299
1468,102213,Cornetu,0.0
1469,69447,Varfuri,0.0
1470,61256,Ciobanu,262.74475920679885
1471,20297,Municipiul Bacau,1022.651290521985
1472,53069,Lapusnicel,0.0
1473,28497,Cherechiu,1042.5226998794697
1474,85840,Sansimion,10.86279901017322
