,Siruta,Localitate,Total_cif_afaceri
831,76004,Corni,4710446.0
832,43242,Gemenele,3285639.0
833,18670,Schitu Golesti,0.0
834,35054,Telciu,0.0
835,125169,Negresti,23885.0
836,116983,Gheorghe Doja,733667.0
837,51449,Berzasca,0.0
838,67835,Ludesti,0.0
839,108794,Sacalaseni,5460670.0
840,125178,Boghicea,172103.0
841,149753,Paltinoasa,0.0
842,166137,Suletea,484527.0
843,26877,Municipiul Marghita,15671893.0
844,100610,Municipiul Oltenita,131251490.0
845,2309,Almasu Mare,0.0
846,59657,Suatu,0.0
847,76040,Cosmesti,1187208.0
848,84237,Danesti,0.0
849,141580,Ileanda,159240.0
850,43279,Gradistea,233737.0
851,133394,Fulga,1334799.0
852,10514,Covasint,0.0
853,35090,Tiha Bargaului,126016.0
854,157969,Ohaba Lunga,0.0
855,149780,Partestii De Jos,0.0
856,100638,Mitreni,280600.0
857,10532,Craiva,148110.0
858,166182,Tanacu,303680.0
859,26920,Oras Nucet,0.0
860,84264,Dealu,875943.0
861,51500,Berzovia,7004166.0
862,59693,Tritenii De Jos,0.0
863,43313,Gropeni,89371597.0
864,117042,Ghindari,3391641.0
865,18741,Slobozia,160991348.0
866,133429,Gherghita,14779777.0
867,158010,Ortisoara,35057694.0
868,43331,Oras Ianca,49714937.0
869,67906,Lunguletu,0.0
870,100683,Municipiul Urziceni,65385818.0
871,108874,Sacel,0.0
872,149833,Patrauti,1710955.0
873,2381,Arieseni,0.0
874,76111,Costache Negri,3527737.0
875,35152,Tarlisua,0.0
876,149851,Poiana Stampei,0.0
877,166235,Tacuta,338453.0
878,18778,Stalpeni,0.0
879,51546,Bolvasnita,0.0
880,108892,Oras Salistea De Sus,0.0
881,26975,Municipiul Salonta,29224850.0
882,100709,Ciocarlia,6845501.0
883,67942,Malu Cu Flori,11036.0
884,76139,Cuca,4678364.0
885,158065,Peciu Nou,19403749.0
886,59764,Tureni,551521.0
887,51573,Bozovici,623343.0
888,108918,Salsig,0.0
889,117113,Glodeni,0.0
890,84344,Ditrau,691965.0
891,76157,Cudalbi,5254870.0
892,27007,Oras Vascau,7220.0
893,100736,Manasia,0.0
894,133508,Gorgota,20913950.0
895,76175,Draguseni,0.0
896,108945,Sapanta,0.0
897,43411,Oras Insuratei,31483861.0
898,100754,Adancata,305723.0
899,92569,Municipiul Calarasi,219447668.0
900,141722,Ip,3733590.0
901,10649,Dezna,0.0
902,84380,Darjiu,68707.0
903,158109,Periam,22082068.0
904,108963,Oras Seini,40701119.0
905,125347,Municipiul Slatina,57563775.0
906,174496,Titesti,0.0
907,68002,Manesti,586489.0
908,174502,Diculesti,368335.0
909,149931,Pojorata,180177.0
910,166315,Tatarani,1242327.0
911,18858,Stoenesti,256871.0
912,92587,Modelu,4278691.0
913,51626,Brebu,0.0
914,100781,Adunatii-Copaceni,32180874.0
915,174511,Lacusteni,0.0
916,59826,Taga,2596252.0
917,117177,Gornesti,439376.0
918,133562,Gornet,0.0
919,158136,Pietroasa,0.0
920,174520,Mitrofani,0.0
921,27070,Abram,9365909.0
922,84415,Frumoasa,0.0
923,125374,Slatioara,628826.0
924,35269,Uriu,182759.0
925,43466,Jirlau,1185623.0
926,109005,Stramtura,0.0
927,10701,Dieci,58700.0
928,51662,Brebu Nou,0.0
929,68048,Matasaru,36140.0
930,149968,Preutesti,325795.0
931,141786,Letca,161241.0
932,76255,Fartanesti,2408837.0
933,100834,Afumati,9759199.0
934,43493,Marasu,0.0
935,158181,Pischia,18200.0
936,59880,Unguras,0.0
937,125418,Oras Bals,814709.0
938,84460,Galautas,0.0
939,133615,Gornet-Cricov,3450157.0
940,35312,Urmenis,30311.0
941,109041,Suciu De Sus,0.0
942,51699,Buchin,0.0
943,92658,Municipiul Slobozia,299433690.0
944,100852,Alexeni,121770.0
945,18938,Stolnici,10858194.0
946,76282,Foltesti,7799796.0
947,100870,Armasesti,7327806.0
948,10765,Ususau,44298.0
949,166413,Todiresti,1587310.0
950,2577,Avram Iancu,0.0
951,150043,Putna,47722.0
952,117275,Grebenisu De Campie,1098882.0
953,76317,Frumusita,18328061.0
954,92701,Municipiul Fetesti,118499817.0
955,27169,Abramut,0.0
956,68128,Mogosani,0.0
957,125472,Municipiul Caracal,8234968.0
958,158243,Racovita,1829818.0
959,59942,Vad,5100.0
960,51751,Bucosnita,0.0
961,109096,Sisesti,0.0
962,43563,Maxineni,23647685.0
963,125490,Draghiceni,4245290.0
964,150070,Radaseni,159871.0
965,100923,Axintele,7587711.0
966,133688,Gura Vadului,17794896.0
967,141884,Lozna,0.0
968,19007,Suseni,7634793.0
969,76353,Fundeni,507892.0
970,117319,Gurghiu,27435297.0
971,10827,Felnac,7428869.0
972,27212,Auseu,189120.0
973,84558,Joseni,39690.0
974,68182,Moroeni,0.0
975,133722,Iordacheanu,272838.0
976,51804,Carasova,0.0
977,92765,Oras Tandarei,29026941.0
978,150114,Rasca,0.0
979,35429,Zagra,0.0
980,125542,Oras Corabia,22566258.0
981,100969,Balotesti,1535317.0
982,158314,Oras Recas,28724299.0
983,43625,Mircea Voda,30983415.0
984,92783,Albesti,1158312.0
985,84594,Lazarea,3346745.0
986,76406,Ghidigeni,7209356.0
987,10872,Ghioroc,2027061.0
988,141946,Marca,870091.0
989,109176,Oras Somcuta Mare,1900301.0
990,60026,Valea Ierii,0.0
991,51840,Carbunari,0.0
992,166529,Tutova,12287018.0
993,43652,Movila Miresii,16266534.0
994,101001,Baneasa,6701720.0
995,84629,Lueta,0.0
996,27285,Avram Iancu,11266122.0
997,125588,Garcov,183223.0
998,174744,Municipiul Focsani,376191342.0
999,68253,Morteni,2184766.0
1000,60062,Viisoara,11242579.0
1001,150178,Sadova,255247.0
1002,133795,Izvoarele,284201.0
1003,10916,Graniceri,3318865.0
1004,51877,Constantin Daicoviciu,799641.0
1005,92836,Oras Amara,39259705.0
1006,19114,Stefan Cel Mare,640364.0
1007,84656,Lunca De Jos,0.0
1008,43698,Racovita,0.0
1009,117426,Hodac,4500.0
1010,142006,Maeriste,1354670.0
1011,150196,Satu Mare,0.0
1012,125622,Oras Draganesti-Olt,3330684.0
1013,68280,Nucet,1246884.0
1014,158396,Remetea Mare,955478.0
1015,174780,Campineanca,208621.0
1016,10943,Gurahont,50426.0
1017,27329,Balc,1298951.0
1018,101056,Barcanesti,1884235.0
1019,60099,Vultureni,0.0
1020,19141,Suici,0.0
1021,92872,Andrasesti,9443162.0
1022,150221,Siminicea,199370.0
1023,76497,Gohor,3616491.0
1024,109265,Oras Ulmeni,1471215.0
1025,43732,Ramnicelu,8426533.0
1026,101083,Belciugatele,30802495.0
1027,125659,Babiciu,5483616.0
1028,68324,Ocnita,0.0
1029,133866,Jugureni,199123.0
1030,92907,Balaciu,32601025.0
1031,174824,Golesti,184305417.0
1032,51948,Ciclova Romana,0.0
1033,125677,Baldovinesti,431065.0
1034,166636,Valeni,290134.0
1035,150258,Slatina,82944.0
1036,158449,Sacosu Turcesc,3980507.0
1037,27383,Batar,16822882.0
1038,68342,Odobesti,1421392.0
1039,142079,Mesesenii De Jos,0.0
1040,117505,Hodosa,432969.0
1041,60169,Negreni,1466365.0
1042,43787,Romanu,21049504.0
1043,19212,Teiu,0.0
1044,174860,Municipiul Adjud,316486.0
1045,76558,Grivita,3016023.0
1046,51984,Ciuchici,0.0
1047,166672,Vetrisoaia,7002587.0
1048,84754,Lunca De Sus,0.0
1049,150294,Straja,0.0
1050,101145,Berceni,444470.0
1051,133919,Lapos,0.0
1052,92961,Borcea,62828503.0
1053,43812,Rosiori,7879069.0
1054,150310,Stroiesti,326959.0
1055,76585,Independenta,62759.0
1056,142122,Mirsid,4926800.0
1057,101163,Bolintin-Deal,592071.0
1058,109354,Valea Chioarului,133845.0
1059,27436,Biharia,249920816.0
1060,117550,Ibanesti,0.0
1061,19249,Tigveni,216235.0
1062,166707,Viisoara,2413590.0
1063,11058,Halmagiu,473430.0
1064,68404,Pietrosita,7081836.0
1065,76601,Ivesti,71266.0
1066,92989,Bordusani,8127813.0
1067,125757,Barasti,29000.0
1068,158528,Satchinez,13032966.0
1069,52035,Ciudanovita,0.0
1070,101190,Oras Bolintin-Vale,4431158.0
1071,174922,Oras Marasesti,0.0
1072,68431,Poiana,0.0
1073,133964,Lipanesti,530524.0
1074,150356,Stulpicani,0.0
1075,84825,Lupeni,2222429.0
1076,43867,Salcia Tudor,1130216.0
1077,93021,Bucu,13238160.0
1078,52062,Copacele,97115.0
1079,76638,Jorasti,6562493.0
1080,2915,Oras Baia De Aries,0.0
1081,142177,Napradea,561591.0
1082,158564,Sacalaz,102531663.0
1083,109425,Vima Mica,0.0
1084,166770,Vinderei,3773169.0
1085,27506,Boianu Mare,2335359.0
1086,68468,Potlogi,3019832.0
1087,101243,Brazii,6672694.0
1088,134014,Magurele,980.0
1089,76674,Liesti,15886496.0
1090,19338,Titesti,3259.0
1091,93067,Oras Cazanesti,15672308.0
1092,150418,Sucevita,10249.0
1093,158608,Secas,1904672.0
1094,35731,Municipiul Botosani,132029671.0
1095,52115,Cornea,22625.0
1096,76692,Matca,37716945.0
1097,125846,Barza,27777.0
1098,43929,Scortaru Nou,10987835.0
1099,93085,Ciocanesti,40240413.0
1100,142239,Nusfalau,1050354.0
1101,134050,Magureni,37117.0
1102,117667,Iclanzel,152745.0
1103,11174,Halmagel,0.0
1104,27560,Borod,27276.0
1105,175019,Oras Odobesti,12300400.0
1106,2988,Berghin,3093867.0
1107,93101,Ciochina,32703149.0
1108,35759,Curtesti,236611.0
1109,76718,Mastacani,802028.0
1110,150445,Saru Dornei,14458.0
1111,68529,Produlesti,620759.0
1112,125873,Bobicesti,0.0
1113,101298,Branesti,4405644.0
1114,84923,Martinis,9800.0
1115,158653,Sanandrei,29841128.0
1116,19392,Uda,0.0
1117,52160,Cornereva,362.0
1118,109504,Viseu De Jos,0.0
1119,76745,Movileni,0.0
1120,175055,Oras Panciu,3831304.0
1121,142284,Pericei,0.0
1122,134096,Maneciu,338647.0
1123,68565,Pucheni,0.0
1124,166869,Voinesti,2209297.0
1125,43992,Silistea,6642699.0
1126,76763,Namoloasa,0.0
1127,101341,Brezoaele,504012.0
1128,3039,Bistra,0.0
1129,11236,Hasmas,0.0
1130,93156,Ciulnita,8689400.0
1131,158699,Sanmihaiu Roman,2073940.0
1132,27631,Bors,3121115.0
1133,150524,Todiresti,1869441.0
1134,35839,Rachiti,24177214.0
1135,60419,Municipiul Constanta,599346792.0
1136,101378,Bucsani,3921480.0
1137,142337,Plopis,0.0
1138,76807,Nicoresti,3029253.0
1139,125962,Brastavatu,208544.0
1140,158733,Sanpetru Mare,1371422.0
1141,68627,Oras Racari,172536.0
1142,175126,Andreiasu De Jos,0.0
1143,117783,Ideciu De Jos,1180409.0
1144,93209,Cocora,46234376.0
1145,44060,Stancuta,45060599.0
1146,27686,Bratca,0.0
1147,60455,Oras Eforie,8146049.0
1148,142373,Poiana Blenchii,0.0
1149,11307,Ignesti,150990.0
1150,35884,Stauceni,821978.0
1151,125999,Brebeni,15706118.0
1152,134194,Manesti,2943278.0
1153,93236,Cosambesti,10960847.0
1154,158779,Sag,13846946.0
1155,150588,Udesti,114311.0
1156,85056,Meresti,61684.0
1157,60482,Municipiul Mangalia,18469374.0
1158,117827,Oras Iernut,37023888.0
1159,126022,Brancoveni,2244235.0
1160,166985,Vulturesti,50536.0
1161,44113,Surdila-Gaiseanca,0.0
1162,101458,Oras Budesti,19111794.0
1163,85074,Mihaileni,150509.0
1164,158804,Stiuca,4959157.0
1165,11352,Iratosu,56140512.0
1166,142426,Romanasi,1206663.0
1167,60507,Oras Navodari,16114965.0
1168,93281,Cuza Voda,15957438.0
1169,175206,Balesti,2502365.0
1170,19560,Ungheni,148975.0
1171,35946,Oras Darabani,3452925.0
1172,44140,Sutesti,1974332.0
1173,27757,Brusturi,51477.0
1174,68716,Runcu,0.0
1175,60534,Oras Techirghiol,639225.0
1176,167035,Vutcani,130401.0
1177,175224,Barsesti,0.0
1178,126077,Bucinisu,7075736.0
1179,76932,Oancea,4233811.0
1180,11398,Macea,876748.0
1181,85127,Mugeni,0.0
1182,158859,Teremia Mare,5877564.0
1183,93325,Dichiseni,11787558.0
1184,101519,Bulbucata,0.0
1185,44177,Tichilesti,54168300.0
1186,126102,Cezieni,2643753.0
1187,60570,Agigea,56037004.0
1188,167071,Zapodeni,740203.0
1189,175260,Boghesti,63863.0
1190,11423,Misca,736519.0
1191,142499,Rus,7255.0
1192,117925,Livezeni,48838.0
1193,36006,Municipiul Dorohoi,27202589.0
1194,76969,Pechea,1073405.0
1195,44202,Traian,83149667.0
1196,150702,Ulma,0.0
1197,158895,Tomesti,0.0
1198,19631,Valea Danului,92340.0
1199,68789,Salcioara,389610.0
1200,60598,23 August,1629243.0
1201,93370,Dor Marunt,19764764.0
1202,101564,Butimanu,1371339.0
1203,134336,Pacureti,0.0
1204,76996,Piscu,13303576.0
1205,126148,Cilieni,2296405.0
1206,27846,Budureasa,0.0
1207,109773,Municipiul Drobeta-Turnu Severin,19596513.0
1208,142550,Salatig,6366262.0
1209,11478,Moneasa,0.0
1210,126166,Carlogani,5178609.0
1211,60632,Limanu,974862.0
1212,36060,Oras Saveni,1183707.0
1213,44257,Tudor Vladimirescu,12559607.0
1214,77028,Priponesti,0.0
1215,150766,Vadu Moldovei,14365729.0
1216,11502,Olari,18298284.0
1217,19695,Valea Iasului,0.0
1218,117998,Lunca,484689.0
1219,101617,Buturugeni,0.0
1220,134390,Plopu,77530.0
1221,158966,Topolovatu Mare,9902268.0
1222,85243,Ocland,560938.0
1223,93441,Dorobantu,14649140.0
1224,109826,Simian,271876.0
1225,27908,Buduslau,6632589.0
1226,167179,Zorleni,3760615.0
1227,175368,Bolotesti,1013046.0
1228,44300,Tufesti,92490773.0
1229,60687,Oras Ovidiu,42397840.0
1230,11539,Paulis,14865104.0
1231,126228,Colonesti,0.0
1232,68887,Selaru,1899343.0
1233,142612,Sag,0.0
1234,77082,Rediu,6190280.0
1235,27935,Bulz,0.0
1236,101662,Calugareni,6197957.0
1237,36131,Albesti,738140.0
1238,44328,Ulmu,5212148.0
1239,85289,Plaiesii De Jos,0.0
1240,134443,Podenii Noi,131726.0
1241,118058,Lunca Bradului,105396.0
1242,93487,Dragalina,18064521.0
1243,60721,Tuzla,6135445.0
1244,167222,Ibanesti,0.0
1245,68921,Tatarani,0.0
1246,159035,Tormac,10106665.0
1247,167231,Fruntiseni,0.0
1248,11584,Oras Pecica,38217868.0
1249,27971,Buntesti,7059215.0
1250,44355,Unirea,479059.0
1251,3397,Blandiana,95007.0
1252,77126,Scanteiesti,992741.0
1253,167240,Rafaila,0.0
1254,175439,Bordesti,1820.0
1255,118094,Magherani,47586.0
1256,19793,Vedea,21614.0
1257,142676,Sanmihaiu Almasului,22313.0
1258,167259,Pogonesti,224733.0
1259,52570,Dalboset,1100.0
1260,85341,Praid,413752.0
1261,101724,Cascioarele,64513.0
1262,159071,Traian Vuia,793236.0
1263,77153,Schela,9252897.0
1264,93539,Dragos Voda,103602550.0
1265,109924,Oras Baia De Arama,0.0
1266,167268,Ciocani,87034.0
1267,44391,Vadeni,30188141.0
1268,60776,Oras Cernavoda,17024406.0
1269,175466,Brosteni,0.0
1270,150891,Valea Moldovei,0.0
1271,36202,Avrameni,872933.0
1272,101742,Cernica,3789901.0
1273,167277,Cozmesti,0.0
1274,68976,Uliesti,242832.0
1275,142710,Somes-Odorhei,63538.0
1276,167286,Dodesti,1889101.0
1277,11637,Peregu Mare,1415159.0
1278,126326,Corbu,1970158.0
1279,77180,Slobozia Conachi,3029971.0
1280,167295,Feresti,0.0
1281,60801,Oras Harsova,54149232.0
1282,3459,Bucium,0.0
1283,167302,Muntenii De Sus,1088681.0
1284,93575,Facaeni,3189872.0
1285,167311,Pochidia,0.0
1286,11664,Petris,0.0
1287,44435,Victoria,1562128.0
1288,150935,Vama,1291930.0
1289,175509,Chiojdeni,0.0
1290,167320,Puscasi,0.0
1291,134559,Poienarii Burchii,7834031.0
1292,93600,Gheorghe Doja,2507003.0
1293,159142,Uivar,4559408.0
1294,85412,Remetea,422293.0
1295,77224,Smardan,5481719.0
1296,52650,Doclin,176990.0
1297,28077,Cabesti,0.0
1298,101804,Chirnogi,738829213.0
1299,126380,Coteana,247450.0
1300,44462,Visani,343186.0
1301,60847,Municipiul Medgidia,11817763.0
1302,142774,Surduc,93641.0
1303,93628,Gheorghe Lazar,3429867.0
1304,101822,Chiselet,5454491.0
1305,118209,Mica,2976172.0
1306,69063,Valea Lunga,289961.0
1307,150980,Vatra Moldovitei,58995.0
1308,126406,Crampoia,1096501.0
1309,110027,Obarsia-Closani,4750.0
1310,36300,Baluseni,752938.0
1311,77260,Smulti,940228.0
1312,93646,Giurgeni,2504854.0
1313,101840,Ciocanesti,0.0
1314,60883,Adamclisi,10295707.0
1315,11735,Pilu,338965.0
1316,52696,Dognecea,0.0
1317,44505,Viziru,34987569.0
1318,85467,Sacel,0.0
1319,126433,Curtisoara,4045807.0
1320,93664,Gradistea,37961651.0
1321,175590,Ciorasti,14124475.0
1322,77288,Suceveni,296379.0
1323,28139,Capalna,175241.0
1324,151022,Veresti,55703.0
1325,110063,Municipiul Orsova,0.0
1326,159213,Varias,27149431.0
1327,52721,Domasnea,0.0
1328,11762,Plescuta,0.0
1329,44532,Zavoaia,4210375.0
1330,134648,Posesti,99129.0
1331,77313,Tudor Vladimirescu,0.0
1332,142854,Samsud,991564.0
1333,118281,Oras Miercurea Nirajului,0.0
1334,101902,Ciolpani,1240947.0
1335,44560,Cazasu,2429924.0
1336,60945,Albesti,24161712.0
1337,77331,Tulucesti,15617185.0
1338,93717,Grindu,40226828.0
1339,36373,Braesti,3546718.0
1340,52758,Ezeris,0.0
1341,85528,Sarmas,4334586.0
1342,159259,Victor Vlad Delamarina,1977108.0
1343,19999,Vladesti,0.0
1344,28193,Carpinet,0.0
1345,142881,Sarmasag,936287.0
1346,110116,Oras Strehaia,0.0
1347,93735,Grivita,66212632.0
1348,126503,Cungrea,0.0
1349,151077,Vicovu De Jos,179356.0
1350,52785,Farliug,511934.0
1351,69170,Valea Mare,0.0
1352,167473,Municipiul Ramnicu Valcea,9793545.0
1353,175670,Campuri,0.0
1354,151095,Oras Vicovu De Sus,0.0
1355,77377,Tepu,3739924.0
1356,11842,Savarsin,11364.0
1357,101957,Ciorogarla,8887319.0
1358,36426,Broscauti,1540580.0
1359,93771,Independenta,367904127.0
1360,61005,Aliman,2541304.0
1361,85582,Secuieni,0.0
1362,20048,Raca,218312.0
1363,151120,Volovat,0.0
1364,28246,Cefa,6540267.0
1365,20055,Vulturesti,0.0
1366,77402,Umbraresti,3974845.0
1367,20063,Bughea De Sus,3000.0
1368,101984,Clejani,6372288.0
1369,134755,Predeal-Sarari,0.0
1370,118370,Mihesu De Campie,675586.0
1371,36453,Oras Bucecea,4280756.0
1372,159339,Voiteg,55694317.0
1373,142952,Valcau De Jos,84198.0
1374,93815,Jegalia,8084544.0
1375,175732,Carligele,0.0
1376,151157,Vulturesti,0.0
1377,52856,Forotic,617677.0
1378,126585,Daneasa,5739964.0
1379,85626,Siculeni,0.0
1380,69250,Vacaresti,12077824.0
1381,159366,Birda,19324409.0
1382,61069,Oras Baneasa,7941349.0
1383,159375,Checea,12877861.0
1384,102035,Clinceni,0.0
1385,36499,Calarasi,0.0
1386,110232,Oras Vanju Mare,2921918.0
1387,93851,Lehliu,1936514.0
1388,159384,Dudestii Noi,2522887.0
1389,77475,Valea Marului,353996.0
1390,159393,Fibis,13479221.0
1391,11940,Secusigiu,6722781.0
1392,175787,Corbita,975222.0
1393,159400,Ghilad,425547.0
1394,52909,Garnic,0.0
1395,28335,Ceica,21374.0
1396,143021,Varsolt,146673.0
1397,3761,Cenade,214509.0
1398,85680,Sancraieni,7567362.0
1399,36532,Concesti,27885732.0
1400,69303,Valeni-Dambovita,69680.0
1401,102071,Colibasi,1044158.0
1402,126647,Deveselu,0.0
1403,159419,Gottlob,5533656.0
1404,93888,Oras Lehliu Gara,26939053.0
1405,61121,Castelu,7643049.0
1406,77509,Varlezi,4660084.0
1407,118469,Nades,29734.0
1408,159428,Iecea Mare,9692234.0
1409,134853,Provita De Jos,0.0
1410,52936,Glimboca,88779.0
1411,151246,Zamostea,0.0
1412,159437,Parta,2370940.0
1413,69330,Visina,0.0
1414,126674,Dobretu,302874.0
1415,159446,Padureni,824201.0
1416,36569,Copalau,359113.0
1417,110296,Bala,6181.0
1418,143067,Zalha,0.0
1419,52954,Goruia,0.0
1420,11995,Seleus,482201.0
1421,102106,Comana,4461857.0
1422,167641,Oras Baile Govora,0.0
1423,3805,Cergau,124515.0
1424,159455,Saravale,157400.0
1425,77536,Vladesti,600900.0
1426,93931,Lupsanu,9972747.0
1427,159464,Sandra,6914329.0
1428,118511,Neaua,0.0
1429,61167,Cerchezu,2906353.0
1430,134899,Provita De Sus,0.0
1431,159473,Tomnatic,23973438.0
1432,77561,Radesti,0.0
1433,159482,Valcani,727834.0
1434,52990,Gradinari,10861220.0
1435,28415,Cetariu,1043599.0
1436,126718,Dobrosloveni,1604936.0
1437,3841,Ceru-Bacainti,0.0
1438,85760,Sandominic,0.0
1439,159491,Livezile,1135017.0
1440,12037,Semlac,87399683.0
1441,77579,Negrilesti,0.0
1442,175885,Cotesti,3111277.0
1443,102160,Corbeanca,3540158.0
1444,159507,Pesac,0.0
1445,44818,Municipiul Buzau,413180949.0
1446,77587,Poiana,0.0
1447,167696,Oras Baile Olanesti,0.0
1448,69394,Visinesti,0.0
1449,12055,Sintea Mare,6929495.0
1450,61210,Chirnogeni,36328387.0
1451,77595,Cuza Voda,551782.0
1452,134942,Puchenii Mari,5580834.0
1453,85788,Sanmartin,499705.0
1454,159516,Bucovat,743733.0
1455,53023,Iablanita,0.0
1456,77601,Suhurlui,1522737.0
1457,159525,Otelec,20161109.0
1458,36649,Cordareni,0.0
1459,143147,Zimbor,0.0
1460,93995,Mihail Kogalniceanu,14127316.0
1461,44845,Municipiul Ramnicu Sarat,53742667.0
1462,118575,Ogra,112290.0
1463,151344,Zvoristea,335222.0
1464,126772,Dobroteasa,1760061.0
1465,12091,Oras Santana,25151622.0
1466,44863,Amaru,46098759.0
1467,175938,Dumbraveni,7046894.0
1468,36676,Corlateni,6213323.0
1469,102213,Cornetu,0.0
1470,69447,Varfuri,0.0
1471,61256,Ciobanu,927489.0
1472,20297,Municipiul Bacau,201832504.0
1473,53069,Lapusnicel,0.0
1474,28497,Cherechiu,2594839.0
1475,85840,Sansimion,39508.0
1476,20313,Hemeius,1646300.0
1477,94045,Milosesti,1159121.0
1478,12126,Socodor,6661802.0
1479,102240,Cosereni,13097262.0
1480,61283,Ciocarlia,7727358.0
1481,126825,Dobrun,3800.0
1482,118637,Papiu Ilarian,0.0
1483,175983,Dumitresti,22223.0
1484,135020,Rafov,694213.0
1485,53103,Lapusnicu Mare,0.0
1486,12144,Sagu,8642044.0
1487,167794,Oras Brezoi,0.0
1488,28530,Chislaz,983541.0
1489,85877,Subcetate,0.0
1490,3958,Cetatea De Balta,627142.0
1491,110456,Balta,0.0
1492,159614,Municipiul Tulcea,280559831.0
1493,94081,Movila,5658140.0
1494,44934,Balta Alba,13129081.0
1495,61318,Cobadin,36774905.0
1496,20359,Letea Veche,3826765.0
1497,53130,Luncavita,0.0
1498,151433,Comanesti,2727531.0
1499,102286,Crevedia,243053666.0
1500,151442,Iaslovat,280904.0
1501,36756,Corni,1333147.0
1502,69526,Voinesti,138190.0
1503,151451,Ciocanesti,460043.0
1504,94107,Munteni-Buzau,15220556.0
1505,159650,Oras Babadag,4452988.0
1506,85920,Suseni,102658.0
1507,118691,Panet,3015.0
1508,151460,Serbauti,7720470.0
1509,4008,Ciuruleasa,0.0
1510,94125,Alexandru Odobescu,17271963.0
1511,12206,Seitin,9972578.0
1512,53167,Lupac,0.0
1513,151479,Horodnic De Sus,0.0
1514,126905,Fagetelu,0.0
1515,20411,Magura,340349.0
1516,61372,Cogealac,9722568.0
1517,44989,Balaceanu,7773867.0
1518,12224,Sepreus,6128290.0
1519,28610,Ciuhoi,1203500.0
1520,151488,Fantana Mare,12049.0
1521,159687,Oras Isaccea,4211164.0
1522,110535,Balacita,486405.0
1523,36809,Cotusca,4136158.0
1524,45003,Beceni,0.0
1525,151497,Cosna,0.0
1526,102348,Crevedia Mare,67977.0
1527,151503,Capu Campului,376930.0
1528,94161,Perieti,21528185.0
1529,12242,Sicula,1372716.0
1530,53210,Marga,0.0
1531,135128,Salcia,0.0
1532,151512,Hantesti,0.0
1533,118753,Pasareni,0.0
1534,85984,Simonesti,708959.0
1535,151521,Burla,0.0
1536,167909,Oras Calimanesti,723819.0
1537,135146,Salciile,10812503.0
1538,151530,Balaceana,7532.0
1539,110571,Bacles,0.0
1540,69615,Vulcana-Bai,0.0
1541,159730,Oras Macin,56290171.0
1542,20466,Margineni,451046.0
1543,77812,Municipiul Targu Jiu,19622366.0
1544,28665,Ciumeghiu,12207221.0
1545,135164,Scorteni,0.0
1546,53247,Maureni,26829452.0
1547,151549,Hartop,0.0
1548,12288,Silindia,414427.0
1549,126978,Falcoiu,0.0
1550,151558,Voitinel,0.0
1551,4106,Calnic,0.0
1552,61452,Comana,6578358.0
1553,151567,Ciprian Porumbescu,13200.0
1554,94223,Perisoru,20883674.0
1555,118799,Petelea,203969.0
1556,102419,Curcani,541291.0
1557,176150,Fitionesti,462008.0
1558,159767,Oras Sulina,0.0
1559,53274,Mehadia,0.0
1560,151576,Berchisesti,0.0
1561,151585,Poieni-Solca,0.0
1562,28709,Campani,137932.0
1563,118824,Pogaceaua,2998100.0
1564,127019,Farcasele,2678069.0
1565,36907,Cristesti,1204405.0
1566,159785,Baia,51733510.0
1567,45101,Berca,11400.0
1568,4142,Cricau,864476.0
1569,102446,Daia,6960235.0
1570,167981,Municipiul Dragasani,6024100.0
1571,12340,Simand,7517778.0
1572,135226,Secaria,0.0
1573,94269,Reviga,2929104.0
1574,102473,Dascalu,8476779.0
1575,61513,Corbu,4313609.0
1576,135244,Sangeru,394851.0
1577,53327,Mehadica,0.0
1578,12368,Siria,10784317.0
1579,20563,Municipiul Onesti,23003133.0
1580,176212,Garoafa,8013397.0
1581,77910,Balesti,447087.0
1582,36952,Cristinesti,20081076.0
1583,143450,Municipiul Sibiu,57121728.0
1584,127064,Ganeasa,1365028.0
1585,28763,Cociuba Mare,4794997.0
1586,4188,Craciunelu De Jos,0.0
1587,53345,Naidas,0.0
1588,110688,Balvanesti,0.0
1589,159847,Beidaud,28274253.0
1590,94312,Roseti,52614279.0
1591,168041,Oras Horezu,96900.0
1592,12402,Sistarovat,0.0
1593,86133,Tulghes,0.0
1594,61559,Crucea,15854675.0
1595,94330,Salcioara,7721282.0
1596,53372,Obreja,9856.0
1597,102525,Darasti-Ilfov,0.0
1598,143487,Cristian,11024597.0
1599,20607,Gura Vaii,0.0
1600,151683,Municipiul Turnu Magurele,17898204.0
1601,159883,C.a. Rosetti,0.0
1602,143502,Poplaca,66347.0
1603,102543,1 Decembrie,8729868.0
1604,4240,Daia Romana,602792.0
1605,28816,Copacel,0.0
1606,135315,Starchiojd,0.0
1607,118931,Rastolita,0.0
1608,37011,Dersca,315079.0
1609,110740,Breznita-Motru,0.0
1610,127126,Giuvarasti,721959.0
1611,151709,Ciuperceni,5829775.0
1612,143520,Rasinari,10060.0
1613,12457,Taut,151092.0
1614,94376,Saveni,13186718.0
1615,127144,Gostavatu,5430.0
1616,102570,Domnesti,850302.0
1617,4268,Dostat,8622061.0
1618,86188,Tusnad,3756130.0
1619,176301,Gugesti,1026953.0
1620,53425,Paltinis,0.0
1621,61620,Cumpana,3906859.0
1622,151736,Islaz,16262861.0
