,Siruta,Localitate,Total_cif_afaceri
2400,63580,Oras Intorsura Buzaului,0.0
2401,153696,Poeni,848743.0
2402,104546,Peris,1603582.0
2403,178279,Urechesti,774793.0
2404,112744,Obarsia De Camp,0.0
2405,71787,Cetate,9019484.0
2406,14450,Barla,51867609.0
2407,129139,Strejesti,18674723.0
2408,96370,Comarna,133531.0
2409,170097,Ghioroiu,0.0
2410,30844,Rosia,0.0
2411,6271,Poiana Vadului,0.0
2412,112771,Oprisor,0.0
2413,71812,Cioroiasi,852284.0
2414,104582,Petrachioaia,27860010.0
2415,22665,Gaiceana,335588.0
2416,120968,Oras Bicaz,0.0
2417,39051,Sulita,3519841.0
2418,178313,Valea Sarii,0.0
2419,63633,Barcani,0.0
2420,137363,Cehal,16900.0
2421,55446,Oras Huedin,3963.0
2422,30871,Sacadat,0.0
2423,88216,Batrana,0.0
2424,161945,Municipiul Vaslui,481339657.0
2425,129184,Studina,4749866.0
2426,96423,Costuleni,0.0
2427,112806,Padina,111300.0
2428,80043,Danciulesti,0.0
2429,55473,Aghiresu,35763.0
2430,153776,Vitanesti,5668783.0
2431,71858,Ciupercenii Noi,1315584.0
2432,104635,Plataresti,0.0
2433,170168,Glavile,0.0
2434,137407,Certeze,0.0
2435,22718,Ghimes-Faget,453656.0
2436,145603,Slimnic,953588.0
2437,30915,Oras Sacueni,33366517.0
2438,47300,Luciu,374483.0
2439,88261,Beriu,4121501.0
2440,63688,Sita Buzaului,0.0
2441,178377,Vidra,14320.0
2442,71885,Cosoveni,53398897.0
2443,39122,Sendriceni,903807.0
2444,162014,Albesti,2200894.0
2445,121055,Oras Targu Neamt,1143237.0
2446,96478,Cotnari,1499834.0
2447,129246,Serbanesti,29944860.0
2448,137443,Craidorolt,17233789.0
2449,71910,Cotofenii Din Dos,5861330.0
2450,153829,Putineiu,30041563.0
2451,47337,Magura,0.0
2452,104680,Prundu,18238810.0
2453,112879,Patulele,0.0
2454,170220,Golesti,0.0
2455,14584,Bogati,34700.0
2456,80123,Danesti,0.0
2457,63740,Municipiul Targu Secuiesc,24225106.0
2458,6397,Ponor,532180.0
2459,22781,Garleni,0.0
2460,39168,Oras Stefanesti,4102457.0
2461,145667,Seica Mare,226788.0
2462,129282,Stefan Cel Mare,869971.0
2463,112904,Dubova,0.0
2464,104715,Putineiu,41335378.0
2465,153865,Radoiesti,5688148.0
2466,30988,Salacea,8443425.0
2467,47373,Maracineni,2034290.0
2468,71956,Daneti,0.0
2469,121108,Agapia,0.0
2470,162069,Alexandru Vlahuta,0.0
2471,88350,Blajeni,0.0
2472,63777,Aita Mare,0.0
2473,137504,Crucisor,122164.0
2474,31011,Salard,2768777.0
2475,129317,Tatulesti,0.0
2476,178475,Vintileasca,0.0
2477,55598,Aiton,1889767.0
2478,104751,Radovanu,3414651.0
2479,22834,Glavanesti,1396918.0
2480,39220,Stiubieni,0.0
2481,153909,Rasmiresti,917964.0
2482,47417,Margaritesti,0.0
2483,63802,Batani,0.0
2484,112959,Podeni,0.0
2485,121153,Bahna,6702223.0
2486,6468,Posaga,292359.0
2487,72007,Oras Dabuleni,1357162.0
2488,137540,Culciu,5653254.0
2489,55623,Alunis,0.0
2490,145738,Seica Mica,5597228.0
2491,96593,Cozmesti,0.0
2492,14673,Boteni,11201.0
2493,31057,Sambata,0.0
2494,153936,Salcia,38941640.0
2495,104788,Rasuceni,11429186.0
2496,47453,Merei,38193093.0
2497,39266,Todireni,2665592.0
2498,112995,Ponoarele,0.0
2499,72034,Desa,0.0
2500,129380,Teslui,84695.0
2501,145765,Sura Mare,107790.0
2502,162149,Arsura,115882.0
2503,170346,Gradistea,0.0
2504,22898,Helegiu,0.0
2505,178545,Vizantea-Livezi,425485.0
2506,72052,Diosti,1765281.0
2507,153972,Saceni,991033.0
2508,80249,Dragotesti,0.0
2509,63866,Belin,9191.0
2510,96637,Cristesti,0.0
2511,104831,Roata De Jos,7993536.0
2512,88449,Bosorod,46500.0
2513,145792,Sura Mica,8010.0
2514,14726,Botesti,0.0
2515,55687,Apahida,14786567.0
2516,137611,Doba,2003507.0
2517,162194,Banca,3118787.0
2518,6547,Radesti,1318410.0
2519,63893,Bodoc,0.0
2520,31128,Sarbi,116668.0
2521,96664,Cucuteni,0.0
2522,121242,Baltatesti,414169.0
2523,80285,Farcasesti,0.0
2524,22941,Horgesti,766625.0
2525,154013,Scrioastea,615259.0
2526,39328,Trusesti,2974503.0
2527,14753,Bradulet,0.0
2528,145827,Oras Talmaciu,106590.0
2529,72098,Dobresti,1954020.0
2530,178607,Vanatori,1103997.0
2531,129460,Tia Mare,4040342.0
2532,104886,Sarulesti,20268566.0
2533,6592,Rametea,114767.0
2534,63937,Borosneu Mare,168395.0
2535,137675,Dorolt,643558.0
2536,96717,Dagata,0.0
2537,170444,Gusoeni,126240.0
2538,121297,Bicaz-Chei,0.0
2539,154068,Scurtu Mare,11964528.0
2540,72150,Dragotesti,38001.0
2541,47578,Mihailesti,1315069.0
2542,129503,Topana,0.0
2543,39391,Tudora,65420.0
2544,55776,Aschileu,0.0
2545,6627,Ramet,0.0
2546,88546,Branisca,677371.0
2547,31208,Spinus,0.0
2548,80365,Glogova,0.0
2549,145907,Tilisca,0.0
2550,39417,Ungureni,13767389.0
2551,121340,Bicazu Ardelean,0.0
2552,113153,Poroina Mare,290419.0
2553,137728,Foieni,2627915.0
2554,14851,Budeasa,5535318.0
2555,178689,Vartescoiu,3814501.0
2556,64005,Brates,0.0
2557,23047,Huruiesti,0.0
2558,145934,Turnu Rosu,0.0
2559,47630,Manzalesti,0.0
2560,104975,Schitu,333634.0
2561,137746,Gherta Mica,0.0
2562,170514,Ionesti,73535.0
2563,162327,Bacani,400206.0
2564,154139,Seaca,236058.0
2565,72221,Dranic,20168701.0
2566,31262,Suplacu De Barcau,0.0
2567,55838,Baciu,3230157.0
2568,129567,Traian,0.0
2569,137764,Halmeu,474807.0
2570,64041,Bradut,269582.0
2571,80427,Godinesti,4935.0
2572,121386,Bira,2706801.0
2573,145961,Valea Viilor,0.0
2574,96815,Deleni,5398831.0
2575,129585,Tufeni,38606347.0
2576,154166,Sfintesti,479638.0
2577,113206,Pristol,3851628.0
2578,178750,Vrancioaia,0.0
2579,105026,Sinesti,17539727.0
2580,88644,Bretea Romana,180332.0
2581,14922,Bughea De Jos,0.0
2582,154184,Segarcea-Vale,7618718.0
2583,145998,Vurpar,0.0
2584,162381,Bacesti,0.0
2585,113233,Prunisor,4578.0
2586,72276,Farcas,0.0
2587,23127,Izvoru Berheciului,0.0
2588,14940,Buzoesti,11723895.0
2589,129629,Urzica,0.0
2590,146012,Alma,0.0
2591,64096,Bretcu,0.0
2592,31333,Simian,2757040.0
2593,146021,Boita,0.0
2594,6761,Rosia Montana,0.0
2595,39532,Unteni,202271.0
2596,55918,Baisoara,980717.0
2597,137844,Hodod,78310.0
2598,154228,Silistea,64449.0
2599,170612,Lalosu,0.0
2600,96888,Dobrovat,0.0
2601,129656,Valea Mare,484025.0
2602,80506,Hurezani,111265.0
2603,121466,Bargauani,22182460.0
2604,64130,Catalina,1089631.0
2605,178821,Vulturu,9638888.0
2606,96904,Dolhesti,183967.0
2607,31379,Sinteu,0.0
2608,105106,Singureni,2465587.0
2609,162452,Balteni,0.0
2610,47774,Movila Banului,7658252.0
2611,23207,Lipova,6214.0
2612,154282,Silistea-Gumesti,3178971.0
2613,137899,Homoroade,0.0
2614,96940,Dumesti,47471.0
2615,80560,Ionesti,0.0
2616,105142,Slobozia Moara,4907938.0
2617,129718,Vadastra,2330271.0
2618,39612,Vaculesti,68881.0
2619,31422,Soimi,738183.0
2620,72383,Galicea Mare,3901133.0
2621,170685,Ladesti,0.0
2622,162498,Berezeni,4533404.0
2623,64194,Cernat,18254003.0
2624,154308,Sarbeni,46535.0
2625,178885,Negrilesti,0.0
2626,105160,Snagov,6940995.0
2627,47818,Murgesti,0.0
2628,178894,Ploscuteni,8402.0
2629,56014,Belis,0.0
2630,129745,Vadastrita,0.0
2631,88788,Buces,0.0
2632,178901,Popesti,0.0
2633,15064,Caldararu,5648863.0
2634,72409,Ghercesti,713021.0
2635,178910,Paulesti,0.0
2636,129763,Valeni,4703262.0
2637,80613,Jupanesti,0.0
2638,39658,Viisoara,0.0
2639,137960,Lazuri,3561728.0
2640,154344,Slobozia Mandra,0.0
2641,47854,Naeni,946143.0
2642,64238,Chichis,1768.0
2643,97009,Erbiceni,9510952.0
2644,113395,Punghina,0.0
2645,178929,Biliesti,436199.0
2646,178938,Gologanu,11362176.0
2647,23289,Livezi,306000.0
2648,162559,Blagesti,0.0
2649,178947,Obrejita,388431.0
2650,15108,Calinesti,2745.0
2651,121607,Bodesti,1236819.0
2652,105222,Sohatu,2967208.0
2653,64265,Dobarlau,16072.0
2654,39694,Varfu Campului,1696354.0
2655,72463,Gighera,6070548.0
2656,154380,Smardioasa,5314209.0
2657,178956,Rastoaca,100.0
2658,6930,Rosia De Secas,0.0
2659,31510,Suncuius,0.0
2660,178965,Spulber,0.0
2661,129816,Verguleasa,180268.0
2662,56096,Bobalna,1207281.0
2663,162595,Bogdana,15753.0
2664,80677,Lelesti,98893.0
2665,88868,Bucuresci,0.0
2666,97063,Focuri,3895000.0
2667,105259,Spantov,352285.0
2668,170792,Lapusata,0.0
2669,47916,Oras Nehoiu,12379.0
2670,154415,Stejaru,7274420.0
2671,121652,Borca,156525.0
2672,138039,Oras Livada,15276843.0
2673,23350,Luizi-Calugara,1757715.0
2674,39738,Vladeni,0.0
2675,72506,Giubega,1569295.0
2676,113466,Rogova,265884.0
2677,64318,Ghelinta,0.0
2678,6976,Salciua,0.0
2679,97090,Golaiesti,1218424.0
2680,80711,Licurici,0.0
2681,31565,Tarcea,14991499.0
2682,105295,Stanesti,8048664.0
2683,72533,Giurgita,6202494.0
2684,113493,Salcia,0.0
2685,146263,Municipiul Suceava,25618249.0
2686,64345,Ghidfalau,4123501.0
2687,88920,Bulzestii De Sus,0.0
2688,23387,Magiresti,0.0
2689,154460,Suhaia,0.0
2690,138084,Mediesu Aurit,7751864.0
2691,129898,Visina,17657950.0
2692,146281,Ipotesti,1829422.0
2693,113518,Stangaceaua,0.0
2694,39792,Vlasinesti,9068597.0
2695,31609,Tarcaia,0.0
2696,170872,Livezi,0.0
2697,129914,Vitomiresti,0.0
2698,80766,Logresti,0.0
2699,15233,Cateasca,694098.0
2700,72579,Gangiova,2523007.0
2701,154497,Storobaneasa,3594708.0
2702,7044,Salistea,199027.0
2703,105348,Stoenesti,2501506.0
2704,121732,Borlesti,25900.0
2705,64390,Haghig,794430.0
2706,162693,Bogdanesti,327651.0
2707,56210,Bontida,90849.0
2708,48021,Odaile,0.0
2709,146325,Mitocu Dragomirnei,0.0
2710,23449,Manastirea Casin,0.0
2711,154521,Talpa,1141889.0
2712,39836,Vorniceni,79972.0
2713,72604,Gogosu,0.0
2714,97189,Gorban,3478972.0
2715,31654,Tauteu,1632022.0
2716,105384,Soldanu,7259314.0
2717,64425,Ilieni,0.0
2718,138164,Micula,276595.0
2719,7099,Sasciori,417784.0
2720,179132,Municipiul Bucuresti,2881519752.0
2721,39872,Vorona,3299620.0
2722,146370,Oras Salcea,2936968.0
2723,72640,Goicea,160496.0
2724,129987,Valcele,0.0
2725,89026,Bunila,0.0
2726,121796,Botesti,1540553.0
2727,23494,Motoseni,3847990.0
2728,113607,Svinita,0.0
2729,56265,Borsa,568550.0
2730,105419,Stefanestii De Jos,2597712.0
2731,170952,Lungesti,0.0
2732,64461,Lemnia,0.0
2733,80846,Matasari,0.0
2734,15313,Cepari,240.0
2735,97241,Grajduri,0.0
2736,113625,Sisesti,0.0
2737,154585,Tatarastii De Jos,1179144.0
2738,138208,Moftin,4316980.0
2739,31716,Tileagd,262304.0
2740,72677,Goiesti,284470.0
2741,162791,Bogdanita,98815.0
2742,130026,Vladila,6633977.0
2743,105455,Tamadau Mare,1800272.0
2744,64504,Malnas,0.0
2745,89080,Burjuc,0.0
2746,146432,Scheia,5071632.0
2747,39942,Lozna,0.0
2748,56327,Buza,0.0
2749,48138,Padina,15308254.0
2750,80908,Musetesti,16439.0
2751,130062,Voineasa,0.0
2752,171021,Malaia,0.0
2753,121876,Bozieni,425763.0
2754,39959,Dimacheni,0.0
2755,179221,Oras Bragadiru,0.0
2756,7197,Scarisoara,0.0
2757,39967,Candesti,425402.0
2758,56354,Caianu,108609.0
2759,113698,Sovarna,11531847.0
2760,48165,Pardosi,0.0
2761,39975,Cosula,0.0
2762,97321,Gropnita,628767.0
2763,15402,Cetateni,1475903.0
2764,138280,Odoreu,16115516.0
2765,154665,Tatarastii De Sus,1638108.0
2766,31789,Tinca,1494749.0
2767,39983,Blandesti,0.0
2768,179249,Chiajna,9959084.0
2769,162871,Botesti,560295.0
2770,64568,Moacsa,0.0
2771,171067,Mateesti,0.0
2772,89151,Cerbal,0.0
2773,105534,Tartasesti,22978615.0
2774,146502,Municipiul Campulung Moldovenesc,1139086.0
2775,113732,Tamna,0.0
2776,130124,Vulpeni,14808.0
2777,121938,Brusturi,0.0
2778,80980,Negomir,0.0
2779,154709,Toporu,7145495.0
2780,179285,Oras Chitila,3537623.0
2781,15448,Cicanesti,0.0
2782,64602,Ojdula,0.0
2783,23644,Negri,853236.0
2784,171101,Maciuca,0.0
2785,31841,Tulca,1529268.0
2786,40035,Adaseni,0.0
2787,48227,Panatau,528961.0
2788,105570,Tunari,15052622.0
2789,56425,Calarasi,0.0
2790,146539,Municipiul Falticeni,4206335.0
2791,179310,Dobroesti,15383606.0
2792,138351,Orasu Nou,0.0
2793,162924,Bunesti-Averesti,3674341.0
2794,72819,Grecesti,9386293.0
2795,154736,Traian,0.0
2796,97394,Grozesti,1417196.0
2797,64639,Ozun,1129165.0
2798,154754,Trivalea-Mosteni,591426.0
2799,105605,Ulmeni,91408145.0
2800,15493,Ciofrangeni,19980.0
2801,31878,Tetchea,61075.0
2802,56461,Calatele,0.0
2803,179347,Glina,2429809.0
2804,105623,Ulmi,698250.0
2805,89240,Certeju De Sus,1985694.0
2806,146584,Oras Gura Humorului,240416.0
2807,97438,Halaucesti,1676464.0
2808,23715,Nicolae Balcescu,1094793.0
2809,154790,Troianul,478702.0
2810,122025,Ceahlau,0.0
2811,31921,Uileacu De Beius,0.0
2812,72882,Izvoare,71072.0
2813,7348,Sancel,138933.0
2814,179383,Jilava,10553191.0
2815,130231,Vulturesti,0.0
2816,97465,Helesteni,3254232.0
2817,113849,Vanatori,0.0
2818,163002,Codaesti,1672800.0
2819,138431,Paulesti,15999678.0
2820,15554,Ciomagesti,0.0
2821,48325,Oras Patarlagele,0.0
2822,81095,Pades,215776.0
2823,146628,Municipiul Radauti,14646790.0
2824,56522,Camarasu,295698.0
2825,171209,Madulari,159009.0
2826,122061,Candesti,0.0
2827,64719,Poian,0.0
2828,154834,Tiganesti,54155014.0
2829,179409,Oras Magurele,46866429.0
2830,7384,Santimbru,3284702.0
2831,146655,Oras Siret,6651225.0
2832,72926,Leu,1855926.0
2833,154852,Vedea,1130515.0
2834,113894,Vanjulet,0.0
2835,31976,Vadu Crisului,50163350.0
2836,97517,Horlesti,0.0
2837,130286,Balteni,3447324.0
2838,105712,Valea Argovei,8839707.0
2839,163057,Coroiesti,36590.0
2840,23797,Oituz,23780.0
2841,130295,Calui,9551.0
2842,56568,Capusu Mare,290894.0
2843,72953,Lipovu,3530049.0
2844,130302,Gavanesti,0.0
2845,64773,Reci,0.0
2846,89348,Densus,3759512.0
2847,179463,Mogosoaia,45115661.0
2848,40198,Municipiul Brasov,271066870.0
2849,130311,Ghimpeteni,0.0
2850,138501,Petresti,0.0
2851,113929,Vladaia,0.0
2852,171272,Maldaresti,116649.0
2853,97553,Ipatele,2726218.0
2854,130320,Gradinile,1678654.0
2855,72980,Macesu De Jos,1998002.0
2856,122132,Costisa,1466509.0
2857,7446,Sohodol,0.0
2858,40214,Oras Ghimbav,3316070.0
2859,146708,Oras Solca,0.0
2860,32027,Oras Valea Lui Mihai,14238399.0
2861,179481,Oras Otopeni,54646782.0
2862,154914,Viisoara,5846185.0
2863,81184,Pestisani,13564.0
2864,130339,Gura Padinii,130586.0
2865,15652,Cocu,0.0
2866,138538,Pir,1670865.0
2867,32045,Viisoara,637914.0
2868,130348,Ipotesti,0.0
2869,40241,Municipiul Codlea,242986953.0
2870,105776,Valea Dragului,3651941.0
2871,73013,Macesu De Sus,5200223.0
2872,130357,Osica De Jos,108842.0
2873,154932,Vartoape,1524953.0
2874,113974,Voloiac,0.0
2875,179515,Oras Pantelimon,73445025.0
2876,64826,Sanzieni,5488653.0
2877,146744,Municipiul Vatra Dornei,413090.0
2878,23868,Oncesti,0.0
2879,130366,Sarbii - Magura,3646706.0
2880,171325,Mihaesti,6583673.0
2881,105794,Valea Macrisului,107742.0
2882,163137,Costesti,290138.0
2883,73031,Maglavit,7621015.0
2884,130375,Visina Noua,426040.0
2885,97606,Lespezi,437624.0
2886,122187,Cracaoani,0.0
2887,138574,Piscolt,24161446.0
2888,179533,Oras Popesti Leordeni,66000595.0
2889,130384,Soparlita,0.0
2890,89428,Dobra,367926.0
2891,40278,Municipiul Fagaras,958675.0
2892,32090,Varciorog,0.0
2893,56666,Caseiu,162254.0
2894,179551,Oras Voluntari,2792263.0
2895,154978,Zambreasca,395524.0
2896,105829,Vasilati,0.0
2897,48487,Pietroasele,40624068.0
2898,64871,Turia,0.0
2899,73068,Malu Mare,3022023.0
2900,146799,Adancata,0.0
2901,40303,Oras Predeal,0.0
2902,81264,Plopsoru,0.0
2903,154996,Nenciulesti,6357350.0
2904,138618,Pomi,3025080.0
2905,15741,Corbeni,176985.0
2906,179588,Copaceni,257458.0
2907,122249,Damuc,187587.0
2908,64906,Valea Crisului,7246473.0
2909,163208,Cretesti,32926.0
2910,23948,Orbeni,748678.0
2911,114060,Branistea,0.0
2912,97679,Letcani,42453.0
2913,73102,Melinesti,1155699.0
2914,105874,Varasti,150475.0
2915,179604,Poienile Izei,0.0
2916,32153,Tamaseu,138417.0
2917,114079,Vrata,0.0
2918,179613,Sieu,0.0
2919,32161,Paleu,600428.0
2920,179622,Grosii Tiblesului,0.0
2921,138663,Sanislau,18846875.0
2922,23975,Palanca,0.0
2923,122285,Dobreni,1400747.0
2924,48557,Parscov,1236618.0
2925,179631,Treznea,321033.0
2926,64942,Valcele,1819047.0
2927,146860,Arbore,0.0
2928,40367,Oras Rasnov,11551759.0
2929,32179,Sannicolau Roman,15114335.0
2930,105909,Vedea,5296651.0
2931,163253,Danesti,1635188.0
2932,179640,Vulcana-Pandele,0.0
2933,32187,Rosiori,1385955.0
2934,97722,Lungani,99070.0
2935,32195,Gepiu,3187948.0
2936,56773,Catina,1141930.0
2937,32201,Toboliu,421806.0
2938,179659,Negrilesti,0.0
2939,155083,Beciu,5143870.0
2940,40394,Oras Rupea,344082.0
2941,171469,Milcoiu,0.0
2942,105936,Vidra,7869724.0
2943,15830,Corbi,0.0
2944,155092,Beuca,760856.0
2945,89561,Oras Geoagiu,4783437.0
2946,146904,Baia,180655.0
2947,179677,Camin,0.0
2948,24034,Parava,33510.0
2949,179686,Dumitrita,328133.0
2950,64997,Varghis,0.0
2951,81380,Polovragi,2121.0
2952,130534,Municipiul Ploiesti,35678135.0
2953,155109,Dracea,11142196.0
2954,122347,Doljesti,1797987.0
2955,138734,Santau,9790762.0
2956,155118,Fantanele,9189547.0
2957,179695,Simisna,0.0
2958,97777,Madarjac,0.0
2959,146931,Oras Milisauti,24361.0
2960,65011,Zagon,208494.0
2961,179702,Traian,1843055.0
2962,105972,Vanatorii Mici,286450.0
2963,155127,Frasinet,4018654.0
2964,40438,Municipiul Sacele,22465964.0
2965,130552,Barcanesti,14493531.0
2966,179711,Vladeni,0.0
2967,163324,Deleni,54824.0
2968,155136,Purani,0.0
2969,81415,Prigoria,0.0
2970,179720,Poiana Ilvei,0.0
2971,155145,Saelele,0.0
2972,56844,Ceanu Mare,1092689.0
2973,138770,Sacaseni,1658921.0
2974,155154,Uda-Clocociov,0.0
2975,40465,Oras Victoria,887550.0
2976,171539,Muereasca,0.0
2977,97811,Mircesti,15727749.0
2978,65048,Zabala,12344534.0
2979,24089,Parincea,1278715.0
2980,179739,Malu,8612526.0
2981,122392,Dragomiresti,853326.0
2982,15901,Cosesti,0.0
2983,73246,Mischii,2002129.0
2984,179748,Cosoba,0.0
2985,48682,Podgoria,16257128.0
2986,40492,Oras Zarnesti,2652988.0
2987,179757,Herasti,1948698.0
2988,146995,Balcauti,8785081.0
2989,163379,Delesti,0.0
2990,179766,Isvoarele,0.0
2991,130614,Berceni,2008899.0
2992,138805,Sauca,2345543.0
2993,179775,Sabareni,3321855.0
2994,179784,Boranesti,5916490.0
2995,65099,Valea Mare,0.0
2996,40526,Apata,33521.0
2997,65105,Mereni,258012.0
2998,97875,Mironeasa,0.0
2999,179793,Buesti,2152383.0
3000,89687,Gurasada,5880.0
3001,7767,Stremt,1293426.0
3002,81497,Rosia De Amaradia,0.0
3003,65113,Arcus,0.0
3004,179800,Maia,4162.0
3005,122463,Dulcesti,574569.0
3006,147036,Bilca,0.0
3007,40544,Beclean,2008787.0
3008,65121,Bixad,313727.0
3009,73317,Marsani,19286.0
3010,48744,Oras Pogoanele,38446750.0
3011,179819,Ograda,46979425.0
3012,155243,Municipiul Timisoara,1096032327.0
3013,147054,Bogdanesti,0.0
3014,171628,Nicolae Balcescu,0.0
3015,15983,Cotmeana,0.0
3016,65139,Micfalau,558325.0
3017,73335,Motatei,24610328.0
3018,179828,Rosiori,0.0
3019,130678,Blejoi,0.0
3020,138869,Socond,0.0
3021,24187,Pancesti,157866.0
3022,65147,Dalnic,3160267.0
3023,97919,Miroslava,2205146.0
3024,179837,Coas,0.0
3025,155261,Dumbravita,8492031.0
3026,7810,Sibot,3697795.0
3027,65154,Estelnic,0.0
3028,147072,Boroaia,500335.0
3029,48771,Posta Calnau,179465212.0
3030,179846,Coltau,0.0
3031,32394,Municipiul Bistrita,43561414.0
3032,179855,Gardani,0.0
3033,114319,Municipiul Targu Mures,24720077.0
3034,130712,Brazi,7160520.0
3035,73371,Murgasi,159729.0
3036,179864,Oncesti,0.0
3037,155289,Ghiroda,1290123.0
3038,56988,Chinteni,1025330.0
3039,163486,Dragomiresti,189837.0
3040,40606,Bod,6437876.0
3041,179873,Agris,693530.0
3042,179882,Ciumesti,0.0
3043,81576,Runcu,0.0
3044,138921,Supur,906142.0
3045,155314,Giroc,11655878.0
3046,179891,Raciu,0.0
3047,114355,Cristesti,1763287.0
3048,122551,Farcasa,0.0
3049,7865,Sona,2513666.0
3050,40633,Bran,10526656.0
3051,147134,Bosanci,164490.0
3052,179908,Pietrari,0.0
3053,89801,Harau,2013850.0
3054,48842,Puiesti,13425609.0
3055,179917,Rau Alb,0.0
3056,114382,Sancraiu De Mures,5562381.0
3057,24276,Pargaresti,0.0
3058,179926,Rascaeti,2268583.0
3059,155350,Municipiul Lugoj,19564398.0
3060,147161,Botosana,0.0
3061,179935,Persinari,0.0
3062,130785,Bucov,1239223.0
3063,32483,Oras Beclean,1373485.0
3064,179944,Runcu Salvei,0.0
3065,40688,Budila,0.0
3066,114417,Sangeorgiu De Mures,9410560.0
3067,179953,Ciceu- Mihaiesti,61092.0
3068,122613,Faurei,0.0
3069,73460,Negoi,3198391.0
3070,179962,Galbinasi,771358.0
3071,81656,Samarinesti,0.0
3072,57083,Chiuiesti,124685.0
3073,40704,Bunesti,104785.0
3074,89856,Ilia,968610.0
3075,179971,Colelia,196661.0
3076,98051,Miroslovesti,5498402.0
3077,139009,Tarna Mare,0.0
3078,16132,Cuca,446619.0
3079,147205,Breaza,6500383.0
3080,7945,Spring,3962981.0
3081,155403,Oras Buzias,28253938.0
3082,179980,Marculesti,7449126.0
3083,24338,Parjol,0.0
3084,114453,Santana De Mures,10162096.0
3085,48922,Racoviteni,196822.0
3086,171806,Olanu,411.0
3087,179999,Moldoveni,18734.0
3088,73503,Orodel,5081682.0
3089,130847,Paulesti,4591343.0
3090,32544,Oras Nasaud,38979.0
3091,163618,Dranceni,4841129.0
3092,180000,Platonesti,2046441.0
3093,147241,Brodina,0.0
3094,139054,Terebesti,4403731.0
3095,122668,Gheraesti,13572433.0
3096,180019,Sarateni,9522633.0
3097,65342,Municipiul Targoviste,26926013.0
3098,180028,Porumbesti,0.0
3099,40768,Cata,0.0
3100,98113,Mogosesti,303444.0
3101,155458,Oras Deta,9768234.0
3102,180037,Boghis,0.0
3103,48968,Ramnicelu,5645351.0
3104,57163,Ciucea,0.0
3105,180046,Gura Ialomitei,1663152.0
3106,130892,Targsoru Vechi,5092666.0
3107,8014,Sugag,24342.0
3108,106318,Municipiul Baia Mare,64254480.0
3109,122702,Girov,16795414.0
3110,114514,Municipiul Sighisoara,4505720.0
3111,180055,Crivat,470603.0
3112,32599,Oras Sangeorz-Bai,0.0
3113,81754,Sacelu,0.0
3114,73567,Ostroveni,0.0
3115,139107,Tiream,4719917.0
3116,180064,Barbulesti,117344.0
3117,65379,Aninoasa,513419.0
3118,89954,Lapugiu De Jos,497649.0
3119,163681,Duda-Epureni,0.0
3120,155494,Oras Jimbolia,49279386.0
3121,171879,Orlesti,0.0
3122,24427,Plopana,2367321.0
3123,40820,Cincu,0.0
3124,32633,Bistrita Bargaului,758232.0
3125,98168,Mogosesti-Siret,1122038.0
3126,180091,Racsa,19599079.0
3127,106363,Grosi,284290.0
3128,49019,Robeasca,547817.0
3129,73594,Perisor,3527418.0
3130,65413,Doicesti,297624.0
3131,139143,Tarsolt,0.0
3132,57225,Ciurila,1083868.0
3133,155528,Oras Sannicolau Mare,46731222.0
3134,130954,Oras Azuga,0.0
3135,32660,Branistea,16600.0
3136,163734,Dumesti,0.0
3137,49046,Rusetu,5733957.0
3138,65431,Razvad,2362550.0
3139,155546,Balint,168770.0
3140,40857,Comana,0.0
3141,81816,Saulesti,76027.0
3142,171931,Otesani,0.0
3143,98202,Mosna,810828.0
3144,73629,Pielesti,870917.0
3145,147358,Oras Brosteni,0.0
3146,16285,Davidesti,4000.0
3147,8096,Oras Teius,2562612.0
3148,139170,Turt,0.0
3149,130981,Oras Baicoi,44085464.0
3150,106407,Recea,190159.0
3151,114603,Albesti,257392.0
3152,98220,Motca,1659974.0
3153,49073,Sageata,17081313.0
3154,32704,Budacu De Jos,0.0
3155,73665,Piscu Vechi,1400567.0
3156,40900,Cristian,1386330.0
3157,81861,Scoarta,1898375.0
3158,65477,Sotanga,2551152.0
3159,155591,Banloc,31934522.0
3160,16329,Dambovicioara,0.0
3161,24524,Podu Turcului,2299367.0
3162,139214,Turulung,2590344.0
3163,122828,Garcina,0.0
3164,163789,Epureni,0.0
3165,98257,Movileni,13987151.0
3166,90066,Lelese,0.0
3167,171995,Pausesti,0.0
3168,106461,Oras Tautii-Magheraus,0.0
3169,65501,Ulmi,3517843.0
3170,8158,Unirea,1789891.0
3171,40928,Dumbravita,677709.0
3172,57314,Catcau,0.0
3173,73709,Plenita,8910324.0
3174,16365,Darmanesti,77805.0
3175,139250,Urziceni,5087541.0
3176,122864,Grinties,0.0
3177,163832,Falciu,44473344.0
3178,40955,Feldioara,52518542.0
3179,131069,Oras Boldesti-Scaeni,312983474.0
3180,98300,Oteleni,265200.0
