,Siruta,Localitate,Plante
1713,143771,Oras Copsa Mica,0.0
1714,127386,Izvoarele,0.0
1715,111006,Butoiesti,0.0
1716,37280,Oras Flamanzi,0.0
1717,29092,Diosig,0.0
1718,176551,Jitia,0.0
1719,86438,Madaras,0.0
1720,119206,Saschiz,1216440.0
1721,151978,Oras Zimnicea,2461153.0
1722,53675,Racasdia,0.0
1723,4525,Garda De Sus,0.0
1724,20910,Oras Slanic-Moldova,103173.0
1725,160172,Chilia Veche,1100.0
1726,61871,Independenta,0.0
1727,86446,Cozmeni,0.0
1728,127411,Leleasca,0.0
1729,78258,Oras Novaci,0.0
1730,86453,Tomesti,0.0
1731,168372,Oras Babeni,0.0
1732,102838,Frasinet,0.0
1733,45496,Bradeanu,0.0
1734,94651,Unirea,0.0
1735,86461,Ciceu,0.0
1736,143806,Oras Dumbraveni,5992.0
1737,151996,Balaci,0.0
1738,135618,Stefesti,0.0
1739,53700,Eftimie Murgu,0.0
1740,119242,Oras Sarmasu,0.0
1741,37324,Frumusica,0.0
1742,86479,Leliceni,0.0
1743,70094,Isalnita,24946.0
1744,86487,Porumbeni,0.0
1745,86495,Racu,0.0
1746,70110,Podari,0.0
1747,53728,Rusca Montana,0.0
1748,94688,Valea Ciorii,0.0
1749,29154,Dobresti,0.0
1750,45539,Braesti,0.0
1751,160225,Ciucurova,0.0
1752,86501,Satu Mare,0.0
1753,135654,Talea,0.0
1754,152038,Babaita,0.0
1755,20965,Oras Targu Ocna,0.0
1756,176613,Maicanesti,0.0
1757,143851,Oras Ocna Sibiului,1573462.0
1758,12778,Zabrani,0.0
1759,86519,Santimbru,0.0
1760,78329,Oras Targu Carbunesti,0.0
1761,111097,Cazanesti,0.0
1762,53755,Sacu,0.0
1763,102909,Fratesti,0.0
1764,61951,Ion Corvin,0.0
1765,135681,Tataru,0.0
1766,127493,Maruntei,0.0
1767,168452,Oras Balcesti,0.0
1768,160261,Crisan,0.0
1769,94731,Valcelele,0.0
1770,12812,Zarand,0.0
1771,21007,Agas,0.0
1772,152083,Blejesti,0.0
1773,143888,Altina,0.0
1774,37397,George Enescu,0.0
1775,53791,Sasca Montana,0.0
1776,70174,Simnicu De Sus,0.0
1777,102945,Frumusani,0.0
1778,119331,Oras Sangeorgiu De Padure,0.0
1779,176686,Mera,0.0
1780,135725,Teisani,0.0
1781,143922,Apoldu De Jos,0.0
1782,12849,Zerind,0.0
1783,94768,Vlad Tepes,0.0
1784,127536,Mihaesti,0.0
1785,45619,Breaza,47020.0
1786,160305,Daeni,0.0
1787,29243,Draganesti,0.0
1788,152127,Bogdana,0.0
1789,160323,Dorobantu,0.0
1790,62020,Istria,0.0
1791,94795,Vladeni,0.0
1792,127563,Milcov,0.0
1793,12876,Zimandu Nou,0.0
1794,37459,Gorbanesti,0.0
1795,143959,Arpasu De Jos,0.0
1796,119386,Sanger,0.0
1797,53853,Sichevita,0.0
1798,4703,Hoparta,0.0
1799,103014,Fundeni,0.0
1800,45673,Buda,0.0
1801,62057,Lipnita,0.0
1802,21098,Ardeoani,0.0
1803,168559,Barbatesti,0.0
1804,152172,Botoroaga,0.0
1805,176748,Milcovul,0.0
1806,135789,Telega,0.0
1807,12912,Dorobanti,89736.0
1808,111220,Ciresu,0.0
1809,78454,Oras Ticleni,0.0
1810,12920,Frumuseni,0.0
1811,103032,Oras Fundulea,0.0
1812,143995,Atel,0.0
1813,160387,Frecatei,0.0
1814,21123,Asau,0.0
1815,127625,Morunglav,0.0
1816,78472,Albeni,0.0
1817,12938,Zadareni,0.0
1818,168602,Oras Berbesti,0.0
1819,176793,Movilita,0.0
1820,29341,Dragesti,0.0
1821,86687,Municipiul Deva,0.0
1822,4767,Horea,0.0
1823,135850,Tinosu,0.0
1824,152234,Bragadiru,0.0
1825,111275,Corcova,3652887.0
1826,37547,Havarna,0.0
1827,119466,Sanpaul,0.0
1828,160430,Greci,0.0
1829,70316,Municipiul Bailesti,0.0
1830,103087,Gaiseni,0.0
1831,144054,Oras Avrig,0.0
1832,45753,Calvini,0.0
1833,62137,Mereni,0.0
1834,152252,Branceni,0.0
1835,127689,Movileni,0.0
1836,160458,Grindu,0.0
1837,21196,Balcani,0.0
1838,152270,Bujoreni,0.0
1839,78542,Alimpesti,0.0
1840,70352,Municipiul Calafat,0.0
1841,176855,Nanesti,0.0
1842,135896,Tomsani,0.0
1843,29403,Finis,0.0
1844,103130,Ganeasa,0.0
1845,86749,Carjiti,0.0
1846,160476,Hamcearca,0.0
1847,168675,Berislavesti,0.0
1848,127714,Nicolae Titulescu,0.0
1849,119527,Sanpetru De Campie,0.0
1850,62191,Mihail Kogalniceanu,88016.0
1851,37618,Hanesti,0.0
1852,144116,Axente Sever,0.0
1853,45815,C.a. Rosetti,0.0
1854,152314,Bujoru,0.0
1855,176891,Naruja,0.0
1856,21249,Beresti-Bistrita,0.0
1857,127750,Obarsia,0.0
1858,78604,Aninoasa,0.0
1859,152332,Buzescu,0.0
1860,70414,Oras Filiasi,0.0
1861,135949,Valea Calugareasca,674857.0
1862,160528,Horia,0.0
1863,144152,Bazna,4710756.0
1864,29467,Girisu De Cris,0.0
1865,103194,Gaujani,0.0
1866,86810,Municipiul Hunedoara,46814.0
1867,152350,Calinesti,0.0
1868,119590,Solovastru,0.0
1869,37672,Hiliseu-Horia,303256.0
1870,54056,Slatina-Timis,0.0
1871,62253,Mihai Viteazu,0.0
1872,168755,Boisoara,0.0
1873,176944,Nereju,0.0
1874,160564,Izvoarele,218911.0
1875,111417,Corlatel,0.0
1876,4927,Ighiu,690873.0
1877,45888,Canesti,0.0
1878,144198,Biertan,223939.0
1879,127812,Oboga,47611.0
1880,103238,Ghimpati,10432.0
1881,62280,Mircea Voda,28780.0
1882,119625,Stanceni,0.0
1883,78668,Arcani,0.0
1884,29519,Hidiselu De Sus,546418.0
1885,95060,Municipiul Iasi,2138779.0
1886,111444,Cujmir,0.0
1887,168791,Budesti,0.0
1888,21338,Beresti-Tazlau,0.0
1889,54109,Socol,0.0
1890,152412,Calmatuiu,0.0
1891,86883,Ghelari,0.0
1892,37734,Hlipiceni,0.0
1893,70502,Oras Segarcea,24306090.0
1894,177003,Nistoresti,0.0
1895,144232,Barghis,475402.0
1896,160617,Jijila,0.0
1897,119661,Suplac,0.0
1898,13169,Municipiul Pitesti,152225.0
1899,95088,Barnova,2223348.0
1900,103283,Garbovi,0.0
1901,127858,Oporelu,0.0
1902,4981,Intregalde,0.0
1903,78711,Baia De Fier,0.0
1904,70520,Afumati,0.0
1905,111480,Devesel,0.0
1906,13187,Bascov,0.0
1907,29573,Holod,0.0
1908,160644,Jurilovca,0.0
1909,45959,Catina,0.0
1910,37770,Hudesti,0.0
1911,103309,Gogosari,0.0
1912,152467,Calmatuiu De Sus,0.0
1913,54163,Sopotu Nou,0.0
1914,62360,Oras Murfatlar,56890.0
1915,86936,Teliucu Inferior,0.0
1916,127901,Optasi-Magura,0.0
1917,78748,Balanesti,0.0
1918,70566,Almaj,0.0
1919,136107,Valea Doftanei,0.0
1920,21418,Berzunti,0.0
1921,119723,Suseni,0.0
1922,160680,Luncavita,0.0
1923,144303,Blajel,0.0
1924,168880,Bujoreni,0.0
1925,95159,Holboca,0.0
1926,152500,Cervenia,0.0
1927,103354,Gostinu,0.0
1928,62397,Oras Negru Voda,0.0
1929,37823,Ibanesti,0.0
1930,111550,Darvari,0.0
1931,46019,Cernatesti,1129.0
1932,127938,Orlea,0.0
1933,136134,Varbilau,21839.0
1934,119750,Saulia,0.0
1935,103372,Gostinari,0.0
1936,21454,Barsanesti,0.0
1937,86990,Municipiul Petrosani,0.0
1938,177101,Paltin,0.0
1939,152528,Ciolanesti,0.0
1940,160724,Mahmudia,0.0
1941,37850,Leorda,0.0
1942,13276,Bradu,0.0
1943,29662,Husasau De Tinca,0.0
1944,144349,Brateiu,0.0
1945,111587,Dumbrava,0.0
1946,62440,Nicolae Balcescu,0.0
1947,70637,Amarastii De Jos,0.0
1948,78828,Barbatesti,0.0
1949,103407,Gradinari,447872.0
1950,127983,Osica De Sus,0.0
1951,5103,Jidvei,153117218.0
1952,13301,Oras Mioveni,0.0
1953,152564,Contesti,0.0
1954,119803,Sincai,0.0
1955,144376,Bradeni,0.0
1956,54270,Teregova,0.0
1957,21506,Blagesti,0.0
1958,168960,Bunesti,0.0
1959,136198,Valcanesti,0.0
1960,152582,Cosmesti,0.0
1961,95239,Rediu,94393.0
1962,160779,Maliuc,0.0
1963,70673,Amarastii De Sus,0.0
1964,87059,Municipiul Lupeni,241923.0
1965,103443,Gradistea,0.0
1966,62486,Oltina,98210.0
1967,37912,Lunca,0.0
1968,78873,Bengesti-Ciocadia,0.0
1969,144410,Bruiu,0.0
1970,29724,Ineu,0.0
1971,46108,Chiliile,0.0
1972,54305,Ticvaniu Mare,0.0
1973,87077,Oras Petrila,0.0
1974,152617,Crangeni,0.0
1975,5167,Livezile,0.0
1976,103470,Greaca,2442994.0
1977,119858,Taureni,0.0
1978,136241,Cocorastii Colt,0.0
1979,13365,Maracineni,104791.0
1980,128052,Perieti,0.0
1981,21560,Bogdanesti,0.0
1982,136250,Olari,0.0
1983,95293,Tomesti,877787.0
1984,160831,Mihai Bravu,0.0
1985,29760,Lazuri De Beius,0.0
1986,111685,Floresti,0.0
1987,37958,Manoleasa,0.0
1988,70726,Apele Vii,0.0
1989,62538,Ostrov,44579763.0
1990,144456,Chirpar,0.0
1991,169039,Cernisoara,0.0
1992,54350,Tarnova,0.0
1993,78926,Berlesti,0.0
1994,136269,Vadu Sapat,398389.0
1995,13392,Oras Stefanesti,8650.0
1996,136278,Batrani,0.0
1997,152662,Crangu,0.0
1998,177236,Paunesti,95192.0
1999,119894,Oras Ungheni,0.0
2000,103513,Gruiu,0.0
2001,70744,Argetoaia,0.0
2002,5210,Lopadea Noua,1605777.0
2003,21597,Brusturoasa,0.0
2004,87139,Oras Uricani,0.0
2005,46180,Chiojdu,0.0
2006,128105,Oras Piatra-Olt,27896.0
2007,177263,Poiana Cristei,0.0
2008,160877,Mihail Kogalniceanu,0.0
2009,54387,Toplet,0.0
2010,29813,Lazareni,0.0
2011,95355,Oras Harlau,0.0
2012,144508,Carta,0.0
2013,87175,Municipiul Vulcan,0.0
2014,54412,Turnu Ruieni,0.0
2015,160911,Murighiol,0.0
2016,103568,Gurbanesti,0.0
2017,62609,Pantelimon,0.0
2018,144535,Cartisoara,0.0
2019,152724,Didesti,0.0
2020,79004,Balteni,0.0
2021,169119,Caineni,0.0
2022,95391,Municipiul Pascani,23909.0
2023,21668,Buhoci,0.0
2024,111783,Garla Mare,0.0
2025,119974,Valea Larga,0.0
2026,46251,Cilibia,0.0
2027,144553,Darlos,0.0
2028,38063,Mihai Eminescu,-3469.0
2029,13490,Municipiul Campulung,291408.0
2030,87219,Oras Aninoasa,0.0
2031,128178,Parscoveni,0.0
2032,152760,Dobrotesti,0.0
2033,5309,Lunca Muresului,0.0
2034,177352,Pufesti,763344.0
2035,111818,Godeanu,0.0
2036,29902,Lugasu De Jos,0.0
2037,87246,Banita,0.0
2038,62672,Pecineaga,0.0
2039,13524,Valea Mare Pravat,101893.0
2040,54485,Valiug,0.0
2041,144599,Gura Raului,0.0
2042,103639,Hotarele,0.0
2043,5336,Lupsa,0.0
2044,21720,Casin,15240405.0
2045,128221,Plesoiu,0.0
2046,169182,Copaceni,367916.0
2047,70879,Oras Bechet,0.0
2048,152797,Dracsenei,0.0
2049,160993,Nalbant,0.0
2050,54500,Varadia,0.0
2051,79077,Bolbosi,0.0
2052,144615,Hoghilag,0.0
2053,46313,Cislau,0.0
2054,95471,Oras Targu Frumos,0.0
2055,70897,Bistret,0.0
2056,62707,Pestera,64397.0
2057,111863,Gogosu,0.0
2058,87291,Municipiul Brad,0.0
2059,29948,Lunca,0.0
2060,21757,Caiuti,0.0
2061,177405,Racoasa,0.0
2062,54537,Vermes,0.0
2063,144651,Iacobeni,0.0
2064,161035,Niculitel,1905549.0
2065,95499,Ion Neculce,0.0
2066,103693,Iepuresti,0.0
2067,120076,Vargata,0.0
2068,38161,Mihaileni,0.0
2069,70940,Barca,0.0
2070,161053,Nufaru,0.0
2071,136483,Municipiul Satu Mare,2225352.0
2072,152868,Draganesti De Vede,0.0
2073,169253,Costesti,0.0
2074,46377,Cochirleanca,0.0
2075,62761,Poarta Alba,0.0
2076,128301,Poboru,0.0
2077,54573,Vrani,0.0
2078,111916,Greci,0.0
2079,79157,Borascu,0.0
2080,13622,Municipiul Curtea De Arges,148217.0
2081,70968,Botosesti-Paia,0.0
2082,30014,Madaras,0.0
2083,177469,Reghiu,761414.0
2084,87362,Criscior,0.0
2085,152902,Draganesti-Vlasca,0.0
2086,70986,Brabova,0.0
2087,120138,Vatava,0.0
2088,144713,Jina,0.0
2089,136526,Municipiul Carei,0.0
2090,62798,Rasova,150108.0
2091,161106,Ostrov,184620.0
2092,103764,Ileana,0.0
2093,169306,Creteni,0.0
2094,54617,Zavoi,0.0
2095,144731,Laslea,0.0
2096,21855,Cleja,2252.0
2097,38241,Mihalaseni,0.0
2098,13668,Oras Costesti,83426.0
2099,46439,Colti,0.0
2100,62823,Saraiu,0.0
2101,136553,Capleni,0.0
2102,120174,Vetca,0.0
2103,161133,Pardina,0.0
2104,111989,Grozesti,0.0
2105,30069,Magesti,0.0
2106,152948,Furculesti,0.0
2107,128374,Oras Potcoava,0.0
2108,95612,Alexandru I. Cuza,0.0
2109,161151,Peceneaga,0.0
2110,87424,Oras Calan,0.0
2111,21891,Colonesti,0.0
2112,79237,Branesti,0.0
2113,169351,Daesti,0.0
2114,71055,Bradesti,0.0
2115,46484,Costesti,33806.0
2116,136599,Oras Negresti-Oas,0.0
2117,177557,Ruginesti,0.0
2118,144795,Loamnes,0.0
2119,161179,Sarichioi,9850.0
2120,120218,Viisoara,0.0
2121,62878,Sacele,0.0
2122,112030,Gruia,0.0
2123,152993,Frumoasa,0.0
2124,54699,Zorlentu Mare,256510.0
2125,38321,Mileanca,0.0
2126,95667,Andrieseni,0.0
2127,128436,Priseaca,0.0
2128,62903,Seimeni,12254.0
2129,103862,Ion Roata,0.0
2130,13757,Oras Topoloveni,120758.0
2131,169404,Danicei,669615.0
2132,120254,Vanatori,0.0
2133,136642,Oras Tasnad,398211.0
2134,153026,Galateni,0.0
2135,177600,Sihlea,0.0
2136,30149,Nojorid,1500422.0
2137,5577,Metes,0.0
2138,79308,Oras Bumbesti-Jiu,9349108.0
2139,112076,Hinova,0.0
2140,161231,Sfantu Gheorghe,0.0
2141,21971,Corbasca,0.0
2142,71126,Bralostita,0.0
2143,128472,Radomiresti,0.0
2144,46554,Cozieni,0.0
2145,103899,Izvoarele,0.0
2146,144866,Ludos,0.0
2147,153062,Gratia,0.0
2148,62949,Silistea,0.0
2149,38376,Mitoc,0.0
2150,161259,Slava Cercheza,0.0
2151,177655,Slobozia Bradului,0.0
2152,13819,Albestii De Arges,0.0
2153,120316,Voivodeni,0.0
2154,144893,Marpod,48131.0
2155,112129,Husnicioara,0.0
2156,95747,Aroneanu,0.0
2157,79362,Bumbesti-Pitic,0.0
2158,161286,Smardan,0.0
2159,62985,Targusor,0.0
2160,136713,Acas,0.0
2161,128524,Redea,0.0
2162,153106,Izvoarele,0.0
2163,161302,Somova,0.0
2164,30229,Olcea,0.0
2165,120343,Zagar,0.0
2166,87576,Oras Hateg,0.0
2167,103960,Jilavele,0.0
2168,71199,Bratovoesti,0.0
2169,144928,Oras Miercurea Sibiului,1008603.0
2170,153124,Lisa,0.0
2171,22059,Cotofanesti,0.0
2172,79406,Bustuchin,0.0
2173,95792,Baltati,734561.0
2174,128560,Rotunda,0.0
2175,120370,Zau De Campie,0.0
2176,38456,Nicseni,0.0
2177,103997,Joita,0.0
2178,177726,Slobozia Ciorasti,1491050.0
2179,153151,Lunca,0.0
2180,30274,Osorhei,1364.0
2181,136768,Andrid,0.0
2182,13891,Albestii De Muscel,0.0
2183,5700,Mihalt,0.0
2184,63045,Topalu,1746811.0
2185,144964,Merghindeal,0.0
2186,161348,Stejaru,0.0
2187,169547,Dragoesti,0.0
2188,128588,Rusanesti,0.0
2189,87638,Municipiul Orastie,170566.0
2190,38492,Paltinis,0.0
2191,71260,Breasta,130665.0
2192,144991,Micasasa,0.0
2193,22111,Damienesti,129345.0
2194,63072,Topraisar,0.0
2195,136802,Apa,0.0
2196,177762,Soveja,0.0
2197,128613,Scarisoara,0.0
2198,161384,Topolog,0.0
2199,169583,Fauresti,0.0
2200,104047,Letca Noua,0.0
2201,13935,Albota,0.0
2202,87665,Oras Simeria,0.0
2203,112245,Eselnita,0.0
2204,153204,Mavrodin,0.0
2205,5755,Miraslau,0.0
2206,30336,Pietroasa,0.0
2207,95872,Belcesti,0.0
2208,177799,Straoane,0.0
2209,112263,Ilovat,0.0
2210,79497,Capreni,0.0
2211,38544,Pomarla,0.0
2212,145042,Mihaileni,0.0
2213,104083,Luica,0.0
2214,128659,Schitu,0.0
2215,136848,Oras Ardud,0.0
2216,63125,Valu Lui Traian,1603297.0
2217,22166,Oras Darmanesti,0.0
2218,153240,Magura,0.0
2219,120478,Chibed,0.0
2220,120487,Corunca,0.0
2221,71340,Bulzesti,134340.0
2222,13999,Aninoasa,0.0
2223,63152,Lumina,0.0
2224,177842,Suraia,29468.0
2225,46769,Galbinasi,2069.0
2226,120496,Sarateni,0.0
2227,38580,Prajeni,0.0
2228,104118,Mihai Bravu,0.0
2229,120502,Madaras,0.0
2230,63161,Dumbraveni,0.0
2231,161464,Turcoaia,0.0
2232,120511,Bereni,0.0
2233,54975,Municipiul Cluj-Napoca,5935232.0
2234,153277,Maldaeni,0.0
2235,87745,Baia De Cris,0.0
2236,5826,Mogos,0.0
2237,63170,Vulturu,0.0
2238,95943,Bivolari,0.0
2239,128711,Oras Scornicesti,0.0
2240,161482,Valea Nucarilor,0.0
2241,104136,Oras Mihailesti,0.0
2242,153295,Mereni,0.0
2243,112334,Ilovita,0.0
2244,30416,Pocola,0.0
2245,145104,Mosna,0.0
2246,46803,Gheraseni,0.0
2247,169681,Fartatesti,0.0
2248,63189,Tortoman,0.0
2249,136919,Batarci,0.0
2250,177879,Tanasoaia,0.0
2251,22237,Dealu Morii,0.0
2252,63198,Amzacea,0.0
2253,55008,Municipiul Dej,891105.0
2254,79585,Catunele,0.0
2255,14049,Arefu,0.0
2256,38633,Radauti-Prut,0.0
2257,46830,Ghergheasa,0.0
2258,112370,Isverna,0.0
2259,104181,Manastirea,122225.0
2260,145140,Nocrich,0.0
2261,161525,I.c.bratianu,0.0
2262,153339,Marzanesti,0.0
2263,96003,Ungheni,0.0
2264,14085,Babana,0.0
2265,161543,Vacareni,0.0
2266,30470,Pomezeu,0.0
2267,136964,Beltiug,1472.0
2268,161552,Bestepe,0.0
2269,46867,Glodeanu Sarat,0.0
2270,55062,Cuzdrioara,36860.0
2271,38679,Rauseni,0.0
2272,161561,Valea Teilor,129400.0
2273,71457,Calopar,0.0
2274,104225,Marsa,0.0
2275,87843,Balsa,0.0
2276,79656,Ciuperceni,0.0
2277,153384,Mosteni,0.0
2278,63278,Horia,0.0
2279,145202,Orlat,0.0
2280,104243,Moara Vlasiei,0.0
2281,63286,Costinesti,10968.0
2282,153400,Nasturelu,684473.0
2283,96058,Braesti,0.0
2284,46910,Glodeanu-Silistea,0.0
2285,63294,Baraganu,0.0
2286,177986,Tataranu,0.0
2287,55106,Jichisu De Jos,0.0
2288,63300,Cuza Voda,0.0
2289,145220,Pauca,0.0
2290,137032,Berveni,0.0
2291,38731,Ripiceni,0.0
2292,104270,Movilita,0.0
2293,112469,Izvoru Barzii,0.0
2294,14165,Baiculesti,0.0
2295,63318,Saligny,0.0
2296,63326,Gradina,3266.0
2297,71518,Caraula,0.0
2298,153437,Necsesti,0.0
2299,128864,Seaca,0.0
2300,63334,Fantanele,0.0
2301,30568,Popesti,40818.0
2302,22380,Dofteana,0.0
2303,96110,Butea,0.0
2304,137069,Bixad,0.0
2305,71536,Carpen,0.0
2306,128882,Samburesti,0.0
2307,55160,Mica,0.0
2308,79736,Calnic,0.0
2309,145275,Poiana Sibiului,0.0
2310,178046,Tamboesti,0.0
2311,104323,Nana,0.0
2312,153473,Olteni,0.0
2313,137103,Barsau,0.0
2314,145293,Porumbacu De Jos,0.0
2315,96147,Ceplenita,0.0
2316,104341,Nicolae Balcescu,0.0
2317,71572,Castranova,0.0
2318,120726,Municipiul Piatra-Neamt,38067.0
2319,38811,Roma,0.0
2320,47006,Grebanu,0.0
2321,6048,Noslac,0.0
2322,153507,Orbeasca,0.0
2323,63394,Municipiul Sfantu Gheorghe,371076.0
2324,112548,Jiana,0.0
2325,137130,Bogdand,0.0
2326,169896,Francesti,0.0
2327,71607,Calarasi,0.0
2328,30648,Rabagani,0.0
2329,22460,Faraoani,0.0
2330,87996,Baru,0.0
2331,14272,Balilesti,0.0
2332,38848,Romanesti,0.0
2333,96192,Ciortesti,8000.0
2334,104387,Niculesti,0.0
2335,120771,Dumbrava Rosie,0.0
2336,128962,Spineni,0.0
2337,153543,Peretu,0.0
2338,178117,Tulnici,0.0
2339,145355,Racovita,0.0
2340,71634,Celaru,0.0
2341,63447,Oras Baraolt,0.0
2342,22488,Filipeni,0.0
2343,112600,Livezile,0.0
2344,55259,Municipiul Turda,516227.0
2345,79834,Crasna,0.0
2346,153561,Piatra,0.0
2347,137185,Botiz,0.0
2348,104421,Nuci,0.0
2349,145382,Rau Sadului,0.0
2350,6119,Ocolis,0.0
2351,47079,Gura Teghii,0.0
2352,38893,Santa Mare,0.0
2353,55277,Mihai Viteazu,0.0
2354,88047,Bacia,0.0
2355,153589,Pietrosani,140511.0
2356,120824,Savinesti,0.0
2357,30719,Remetea,0.0
2358,96254,Ciurea,0.0
2359,161794,Municipiul Barlad,5351578.0
2360,145408,Rosia,0.0
2361,178180,Tifesti,12543569.0
2362,153605,Plosca,0.0
2363,169994,Galicea,0.0
2364,55311,Sandulesti,0.0
2365,137229,Calinesti-Oas,0.0
2366,14352,Beleti-Negresti,0.0
2367,129040,Sprancenata,0.0
2368,71698,Cerat,0.0
2369,6164,Ohaba,0.0
2370,153623,Plopii-Slavitesti,124990.0
2371,112664,Malovat,0.0
2372,88092,Baita,8876.0
2373,120860,Municipiul Roman,201253.0
2374,104485,Ogrezeni,0.0
2375,63526,Oras Covasna,0.0
2376,161829,Municipiul Husi,420540.0
2377,71723,Cernatesti,0.0
2378,22576,Filipesti,0.0
2379,30773,Rieni,0.0
2380,47159,Largu,0.0
2381,137274,Camarzana,0.0
2382,120888,Cordun,0.0
2383,55357,Municipiul Campia Turzii,0.0
2384,79932,Cruset,0.0
2385,145471,Sadu,0.0
2386,63553,Comandau,0.0
2387,161856,Oras Negresti,0.0
2388,14405,Berevoesti,0.0
2389,38982,Suharau,0.0
2390,104519,Oinacu,0.0
2391,129095,Stoenesti,0.0
2392,6217,Pianu,0.0
2393,137292,Cauas,0.0
2394,96334,Coarnele Caprei,0.0
2395,47186,Lopatari,0.0
2396,129111,Stoicanesti,0.0
2397,55384,Municipiul Gherla,0.0
2398,145499,Oras Saliste,0.0
2399,120922,Horia,0.0
2400,63580,Oras Intorsura Buzaului,0.0
2401,153696,Poeni,0.0
2402,104546,Peris,24932.0
2403,178279,Urechesti,148715.0
2404,112744,Obarsia De Camp,0.0
2405,71787,Cetate,0.0
2406,14450,Barla,0.0
2407,129139,Strejesti,2120330.0
2408,96370,Comarna,0.0
2409,170097,Ghioroiu,0.0
2410,30844,Rosia,0.0
2411,6271,Poiana Vadului,0.0
2412,112771,Oprisor,0.0
2413,71812,Cioroiasi,0.0
2414,104582,Petrachioaia,0.0
2415,22665,Gaiceana,0.0
2416,120968,Oras Bicaz,0.0
2417,39051,Sulita,87084.0
2418,178313,Valea Sarii,0.0
2419,63633,Barcani,0.0
2420,137363,Cehal,16900.0
2421,55446,Oras Huedin,3963.0
2422,30871,Sacadat,0.0
2423,88216,Batrana,0.0
2424,161945,Municipiul Vaslui,2303643.0
2425,129184,Studina,0.0
2426,96423,Costuleni,0.0
2427,112806,Padina,0.0
2428,80043,Danciulesti,0.0
2429,55473,Aghiresu,0.0
2430,153776,Vitanesti,0.0
2431,71858,Ciupercenii Noi,0.0
2432,104635,Plataresti,0.0
2433,170168,Glavile,0.0
2434,137407,Certeze,0.0
2435,22718,Ghimes-Faget,0.0
2436,145603,Slimnic,0.0
2437,30915,Oras Sacueni,0.0
2438,47300,Luciu,0.0
2439,88261,Beriu,2331334.0
2440,63688,Sita Buzaului,0.0
2441,178377,Vidra,0.0
2442,71885,Cosoveni,0.0
2443,39122,Sendriceni,0.0
2444,162014,Albesti,0.0
2445,121055,Oras Targu Neamt,0.0
2446,96478,Cotnari,1499834.0
2447,129246,Serbanesti,0.0
2448,137443,Craidorolt,0.0
2449,71910,Cotofenii Din Dos,0.0
2450,153829,Putineiu,0.0
2451,47337,Magura,0.0
2452,104680,Prundu,910493.0
2453,112879,Patulele,0.0
2454,170220,Golesti,0.0
2455,14584,Bogati,34700.0
2456,80123,Danesti,0.0
2457,63740,Municipiul Targu Secuiesc,1333750.0
2458,6397,Ponor,0.0
2459,22781,Garleni,0.0
2460,39168,Oras Stefanesti,0.0
2461,145667,Seica Mare,0.0
2462,129282,Stefan Cel Mare,0.0
2463,112904,Dubova,0.0
2464,104715,Putineiu,0.0
2465,153865,Radoiesti,0.0
2466,30988,Salacea,0.0
2467,47373,Maracineni,0.0
2468,71956,Daneti,0.0
2469,121108,Agapia,0.0
2470,162069,Alexandru Vlahuta,0.0
2471,88350,Blajeni,0.0
2472,63777,Aita Mare,0.0
2473,137504,Crucisor,0.0
2474,31011,Salard,0.0
2475,129317,Tatulesti,0.0
2476,178475,Vintileasca,0.0
2477,55598,Aiton,0.0
2478,104751,Radovanu,0.0
2479,22834,Glavanesti,0.0
2480,39220,Stiubieni,0.0
2481,153909,Rasmiresti,0.0
2482,47417,Margaritesti,0.0
2483,63802,Batani,0.0
2484,112959,Podeni,0.0
2485,121153,Bahna,0.0
2486,6468,Posaga,0.0
2487,72007,Oras Dabuleni,0.0
2488,137540,Culciu,0.0
2489,55623,Alunis,0.0
2490,145738,Seica Mica,0.0
2491,96593,Cozmesti,0.0
2492,14673,Boteni,0.0
2493,31057,Sambata,0.0
2494,153936,Salcia,0.0
2495,104788,Rasuceni,0.0
2496,47453,Merei,1096489.0
2497,39266,Todireni,0.0
2498,112995,Ponoarele,0.0
2499,72034,Desa,0.0
2500,129380,Teslui,0.0
2501,145765,Sura Mare,107790.0
2502,162149,Arsura,0.0
2503,170346,Gradistea,0.0
2504,22898,Helegiu,0.0
2505,178545,Vizantea-Livezi,0.0
2506,72052,Diosti,0.0
2507,153972,Saceni,0.0
2508,80249,Dragotesti,0.0
2509,63866,Belin,0.0
2510,96637,Cristesti,0.0
2511,104831,Roata De Jos,0.0
2512,88449,Bosorod,0.0
2513,145792,Sura Mica,0.0
2514,14726,Botesti,0.0
2515,55687,Apahida,0.0
2516,137611,Doba,0.0
2517,162194,Banca,0.0
2518,6547,Radesti,0.0
2519,63893,Bodoc,0.0
2520,31128,Sarbi,0.0
2521,96664,Cucuteni,0.0
2522,121242,Baltatesti,0.0
2523,80285,Farcasesti,0.0
2524,22941,Horgesti,0.0
2525,154013,Scrioastea,0.0
2526,39328,Trusesti,0.0
2527,14753,Bradulet,0.0
2528,145827,Oras Talmaciu,0.0
2529,72098,Dobresti,0.0
2530,178607,Vanatori,0.0
2531,129460,Tia Mare,0.0
2532,104886,Sarulesti,0.0
2533,6592,Rametea,0.0
2534,63937,Borosneu Mare,0.0
2535,137675,Dorolt,0.0
2536,96717,Dagata,0.0
2537,170444,Gusoeni,126240.0
2538,121297,Bicaz-Chei,0.0
2539,154068,Scurtu Mare,0.0
